0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.8376040424394118,0.5975490958776051,0.4433605629461666,0.17095114199297676,0.5460802364610432,0.3316462112397786,0.9931526447292504,0.4090806056736649,0.8552252715730962,0.4354194346820459,0.11937354179349641,0.669040404029676,0.6279463473931847,0.47490921683745246,0.6606935592737609,0.5570482039494437,0.48222169511681373,0.6078058610532289,0.18238712511093683,0.20962095373362533
0.5435599674210012,0.177574448878609,0.33382808008346027,0.45322958601252444,0.8884312914796962,0.9244618864592176,0.2779645128329108,0.2614615194186993,0.6284541918421154,0.1040973186379802,0.5501635644895193,0.2127693355961369,0.17688177748560602,0.9055285789589659,0.8187542773273652,0.7001392690237792,0.32428510205782984,0.18634143944729725,0.8068368746159692,0.7863350779310152
0.7908171047337171,0.46346739079853644,0.4821022378026385,0.15412041847815192,0.5141230813841996,0.3063704130449533,0.7377322387403481,0.3595300690206326,0.9052860503170286,0.497778774165918,0.21410145854267562,0.639556527053818,0.7723144018319649,0.46101841708245356,0.7289360527975987,0.42938352535820706,0.534606444332834,0.6034526094151564,0.13978878412331713,0.28103333669298564
0.1342308302014111,0.545411047893814,0.13873641246535637,0.911176040028173,0.4446756243237527,0.7627127944505853,0.35028234556341475,0.23595086051712413,0.5600048131940387,0.26317323925963704,0.8671460428780651,0.6465082512341613,0.8640445585711803,0.7576296094594923,0.4207263206601835,0.9036632110628378,0.16220500579681954,0.3629399889636628,0.2756677722614762,0.5332548225137828
0.18412379682345797,0.5175583098595992,0.13460520979216214,0.9076805857334423,0.20120944394308213,0.6761528630187267,0.4196986211085716,0.0835217599751673,0.5072126489524887,0.15744738629988822,0.8710714512952823,0.7322298947511731,0.9040431386404031,0.8381761640047493,0.47228935886600687,0.7740706997876597,0.043454873617871016,0.24445019294662254,0.1667426695087972,0.5792160104261203
0.7753278108317465,0.656611160235065,0.37899568516960275,0.11907588562032731,0.5422148138095092,0.3058915027566557,0.8822250076371514,0.35690486170041724,0.8437624915742653,0.4815643946761001,0.15827419056335493,0.6014235751840827,0.6666259191998865,0.4538619537436526,0.7364055141939362,0.4057556888518534,0.5459125043828786,0.691224626012019,0.1774300999383216,0.4141779828077382
0.24809761794717983,0.8674914152426952,0.7980590664105874,0.6596959068341242,0.13607508676134844,0.16440770628742488,0.12717984497951634,0.7732925622992268,0.5721994784575569,0.6312039269603302,0.06769769774559406,0.9000678277621749,0.8111339611791536,0.10722075328524995,0.12437607651825888,0.07391128652460814,0.33952000919714564,0.810767402842286,0.7357423834897948,0.4383834490941013
0.3229115800354951,0.8200565529592421,0.8208473814421704,0.696560825169611,0.2173287926092666,0.1478910696998145,0.18009079561500196,0.8478704704073897,0.5702157773483787,0.6563421332942888,0.15170980806206127,0.8951659077836686,0.7827988697671142,0.17249436554975467,0.0,0.1791548097918791,0.32108463443422575,0.6817627179563351,0.632893832832671,0.6568359419627882
0.3746224243500929,0.2849050736410916,0.8345134747806421,0.4665889849640536,0.32270082476021356,0.6056286454296077,0.29443789328826475,0.6048998864965219,0.08585403027493455,0.9106997765581837,0.6770157226752089,0.1370472394000473,0.15560487117848898,0.7416411209742819,0.5278383978947938,0.7609932128630957,0.8083800836337531,0.13172693532160656,0.5460536749212082,0.29090495844429637
0.4320761756852013,0.2862985468111309,0.8585362125757723,0.4072343047806505,0.5946560840766256,0.5490556345943325,0.28630458717533847,0.6516462806377928,0.14728445835859,0.8414635510146925,0.718474933701706,0.2099746861395335,0.08576651764253762,0.6679990835428685,0.5542937890989973,0.6183348475221078,0.8673058555747527,0.05906257997850835,0.5124493964672076,0.2913150386578818
0.36479752315175806,0.8937922139700206,0.7838695958849903,0.6753815716199827,0.16194585032333347,0.19856385911207902,0.15907584311080372,0.7513948124581569,0.6142544621435296,0.6600146811148961,0.1067932500744882,0.8803242940255871,0.8394463574215575,0.17140660967907334,0.16476912878242542,0.1263682572078082,0.3080818906771901,0.8821113789793196,0.6474632038452245,0.6615408148481516
0.3798641813418287,0.8220227244259924,0.7599576261832762,0.651068757143203,0.23606343075750932,0.1917758772009054,0.2748082142753074,0.6368077176599155,0.688807444233104,0.6519608582108778,0.07443795796976153,0.810220404858538,0.7673494309764481,0.16343008175743215,0.11800307261870516,0.22347727950796412,0.2802619824151096,0.809576930458424,0.5429400722137772,0.5627976866325323
0.14889201104053565,0.5104935418926742,0.1540206158744898,0.8857702796060554,0.3165261284365587,0.7406848926634542,0.5006873334861193,0.28833916347039035,0.6201025995276215,0.22967841860247143,0.8527555859470441,0.6571845641890428,0.8590163858770844,0.8141550968225272,0.5246244757829341,0.8612964068806861,0.11700231808988719,0.2842185714731858,0.2583249424748375,0.5989419189049385
