dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,cluster
0.491984662239956,-0.2768179527836317,-0.3036619431991434,0.3204399931794036,0.6786310585436501,-0.045273679314319,-0.0799372572857624,0.0848830330049128,-0.0202441071255405,-0.1522162958253259,0.063726392781529,-0.0501125458697135,-1
0.5230941816676928,-0.28338424661079,-0.296744062247096,0.3156464488079457,0.6780646505217164,-0.0482102185601757,-0.0570005678277982,0.0814374141071849,-0.0162235866169964,-0.1612008860528197,0.0438471279573291,-0.0582962231850721,-1
0.501791431534982,-0.2689043938450895,-0.3308049958417874,0.2915674792910194,0.5809273662044772,-0.030830470205452,0.0118345276970992,0.0420824869372282,-0.0349074878892227,-0.1978964069736017,-0.0333497821232622,-0.0641275526561765,-1
0.5257826788975808,-0.2669585688099135,-0.3002027735723212,0.2622592818568217,0.6101326051074364,-0.0616807149740426,-0.051652232393602,0.0161266274578782,0.0410606589938572,-0.1627381962026965,0.0018848918426849,-0.0410499762040256,-1
0.539197164067742,-0.2939574475864324,-0.2368785276053482,0.1812873951813313,0.6051997488496609,-0.1168176036566941,-0.0929507047566566,-0.0017614570816392,0.0780949811215181,-0.1521541235233627,0.0143774288653787,-0.031998327929433,-1
0.5161238998417559,-0.2864946271228544,-0.2295723437168007,0.1621301672604251,0.611558649506324,-0.1243991667996147,-0.0954681091990845,-0.0045185075475709,0.0707199834381789,-0.1531533447884607,0.0151011156874068,-0.0311442593279432,0
0.560660267431712,-0.3030025430203842,-0.213641937654884,0.1392021979303916,0.6159056667766794,-0.1644156845894124,-0.1739903702555543,-0.0462713888938157,0.1175322303242293,-0.1625010473947307,0.012639118565274,-0.0208595605996055,-1
0.583500302439781,-0.3197244160589432,-0.0698031087131975,0.1682241867727293,0.6579241095688076,-0.1880923370006359,-0.2560522758454653,-0.0383499906837207,0.1369859780613696,-0.1636854739304042,0.0510656745775705,-0.0108280441135544,-1
0.5265764489465699,-0.2781449981712213,-0.298420554092058,0.209975175430002,0.643077887851723,-0.1141407594928755,-0.1239681046764201,-0.0167331848141595,0.041818041176967,-0.1735812885203183,0.0119124652821406,-0.0478486349813166,-1
0.54776998211523,-0.2775847298416684,-0.32207026384722,0.2815115039007868,0.6774100762683276,-0.0811221045774411,-0.1050853800063162,0.019295931952547,0.0366145546698198,-0.1403235033907346,0.0506619892907508,-0.0576232641817336,-1
