dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,cluster
-0.141879783216771,-0.252751024515511,0.0551037972835929,0.2638547803191342,0.0951001417322044,-0.0846228902041527,-0.144468306637327,0.0611650755365194,0.2194058433431021,-0.1108293208468571,0
-0.1494525562561943,-0.2574033662546152,0.0593363940109329,0.2609429409189261,0.0974109808419283,-0.0680447060353326,-0.1401833651472296,0.0606543129395309,0.2230715034415911,-0.1096906604756424,0
-0.1507386382363406,-0.2576904420832221,0.0374608049009747,0.2600270269012962,0.0956681334337592,-0.0202939317802693,-0.1025245175352067,0.0388623745424965,0.2209782820287566,-0.098834481962721,0
-0.1640785037261221,-0.2666239618385123,0.0429762984984989,0.2477474631576653,0.1065752837535821,-0.0302140280260623,-0.1178122239954757,0.0810348647584987,0.210781461191357,-0.0934933140514333,0
-0.1547202166858932,-0.2682932107843838,0.0473655147643579,0.1949115837940111,0.1230038540027267,-0.0246290427766269,-0.1180737022410405,0.0977168903922168,0.1983341462564317,-0.0842144910467925,0
-0.1509011101909303,-0.2657999499307493,0.0467314086314409,0.1880453190401539,0.1307177463578601,-0.0259216555857639,-0.1224673041233078,0.0975931578803155,0.2042366226557811,-0.085327942731582,0
-0.1575434486848522,-0.2713493166470558,0.0435217840974817,0.1691198483727112,0.1439492065531425,-0.0313971570383631,-0.1029171908871686,0.1238985937659846,0.2026778372197726,-0.0893190581586221,0
-0.1566955636803595,-0.2730695062225867,0.1001158315078155,0.1380727227361524,0.1315822944530698,-0.0650289889520788,-0.0985677139594526,0.1396424391735702,0.2023599073041535,-0.0962956325765128,0
-0.1548237140780704,-0.2606430290816316,0.0303376660836516,0.2212433389936069,0.1394081287622411,-0.0452776407760047,-0.1130815087282045,0.0938686305538669,0.2218844846831152,-0.1086977401262678,0
-0.1591909592236134,-0.2578243696310751,0.0404152343223216,0.2538930841397071,0.1204063186757766,-0.0637759188926661,-0.1333744656336296,0.0899635828581842,0.2088916784927903,-0.1118933036632011,0
-0.1663692929517106,-0.2686901768516256,0.029820197042442,0.2347692311614993,0.1159195732194354,-0.0334641791453438,-0.1190728273770996,0.0914903230664622,0.2185774047102289,-0.1024327874281194,0
-0.1449922816301905,-0.2543157617461434,0.0538213243463741,0.2635615148839275,0.0951694711563533,-0.0817419571466741,-0.1454424577978318,0.0635147894233352,0.2209111538573384,-0.1109688870468609,0
-0.1487894675373024,-0.2572018546897392,0.0615220707244461,0.2675157146100703,0.0945831964042115,-0.0682418477836358,-0.1306267474848416,0.0542277587477687,0.2225733245382825,-0.1109627440055169,0
