dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,cluster
-0.3050338274651372,-0.2805178177500994,0.2912304397234219,0.557368944129119,-0.0889395476283361,-0.0037976109021581,0.0324431296330115,-0.056426005135838,0.0020261571014552,0.0405187003961951,-0.0208719517028033,0
-0.3318341986126095,-0.3033297619452647,0.3161014728595825,0.5931322687676156,-0.0947021314429401,-0.0045600213320763,0.0341931526253639,-0.0629215233663098,0.0024772884146216,0.0442303686146882,-0.0230093334188155,0
-0.3104972785138765,-0.2848314883942951,0.2920503950254707,0.5314879123778183,-0.0824109670908612,-0.0055351729920709,0.0287687196834953,-0.0559175039743456,0.0030621208892165,0.0377873633685789,-0.0239699622718905,0
-0.3567206224268651,-0.3223122543221344,0.3358955188396516,0.6137452680412019,-0.0966205235020634,-0.0052440203910632,0.0341499908266412,-0.0675764806185408,0.0043167042842571,0.0424155795585382,-0.0212589077458198,0
-0.3323234133525399,-0.3046180580285552,0.3071356091240903,0.5493972290029824,-0.0879032178304719,-0.0040997863380069,0.0317514008597248,-0.0725385387275531,0.0040877237563299,0.0361198167732166,-0.0193874159521208,0
-0.3408204908040341,-0.3124443110847767,0.3149847448745938,0.5657064110937159,-0.0906360667143629,-0.0040902637865314,0.0330051766475505,-0.0799959813662066,0.004042542885389,0.0375124816148729,-0.0207719755254358,0
-0.3259377185441947,-0.2987926541964756,0.3013423823800438,0.537710908440688,-0.0847987700464411,-0.0047495905868969,0.0341152644039091,-0.0685210265088258,0.0038760354992636,0.0346295081180097,-0.0202484713040694,0
-0.2831996276991824,-0.2628379954620117,0.2643365014358927,0.4575443361125809,-0.0723683431347356,-0.0044168287792919,0.0311554457449988,-0.0440028328798862,0.0033181848306364,0.0371285713544544,-0.0202810438183561,0
-0.3520427310020089,-0.3191096135025198,0.3312858621982587,0.615360897027446,-0.0965102143261662,-0.0056345941212856,0.0378808500620383,-0.0736043732891752,0.0030379596213915,0.0426594355017779,-0.02477837189525,0
-0.3353960745584674,-0.3028595818369511,0.3191341358853624,0.6007335734642529,-0.0961117310752121,-0.0047574880143006,0.0363563182727758,-0.0633316805543804,0.0028272575823191,0.0415847621823336,-0.0204359599820487,0
-0.3745799545179381,-0.3366273245020896,0.3512060473451294,0.6454598093371396,-0.1024001310421348,-0.0059732457050383,0.0384603905290595,-0.0756641699946277,0.0041712521995306,0.0467767929480631,-0.0227317037408282,0
-0.3078114019186316,-0.2824732571963866,0.2939200953735905,0.5610681395619578,-0.0896856902348492,-0.0040112713206553,0.0329107237794364,-0.0578548179025887,0.0021454671925344,0.0411997899857469,-0.0209040307588176,0
-0.3252227676687365,-0.2979589977131287,0.3103794657130487,0.5812194328769875,-0.0919495238192378,-0.0046825675770288,0.0330792117823935,-0.0566145744824677,0.0023018586128938,0.0429873610730681,-0.0234678727569756,0
-0.3010927546957833,-0.276862786949542,0.2840348670994196,0.5187308986136995,-0.0800226390082047,-0.0054773732554678,0.0280138091735169,-0.0532278236575051,0.0029068677970033,0.0362720958093956,-0.0238297970277254,0
-0.3513579727416003,-0.3178391940327219,0.3273471060914723,0.5952162806513412,-0.0951513843050215,-0.0046848582272159,0.0332268447732473,-0.0725622730902806,0.0042826216553029,0.0408312164428221,-0.0198095132815691,0
-0.3465783328553286,-0.314478731931901,0.3219742709117165,0.5806824648011056,-0.0925345358064265,-0.0048277878494108,0.0337188777811901,-0.0754114488701252,0.0044225667694177,0.0381270773645848,-0.0192405077134021,0
-0.33737404738775,-0.3087516548079163,0.3121663087118145,0.5620499233272184,-0.0899638136745245,-0.0042531467977572,0.0329984689316922,-0.0796713100362104,0.0041348783055723,0.0369118619687684,-0.0200703206325235,0
-0.3160096915631125,-0.2916807938634946,0.29111858688147,0.5157752841800465,-0.0818162364328747,-0.0041597660552162,0.0328867731169796,-0.0663434260586046,0.0036452130277693,0.0336631705687854,-0.0202769419838208,0
-0.2775928604694805,-0.2579378200584659,0.2591632950949175,0.4473331539239055,-0.0706659628318262,-0.0044406856680783,0.030666313851665,-0.0421341642604997,0.0033090543674379,0.0366610915000348,-0.0199670119368701,0
-0.3583620484197052,-0.322442468065762,0.3337679744224398,0.6151879327719649,-0.0986621518911008,-0.005381161032059,0.0384447301073765,-0.0828736564590506,0.0034480254228961,0.0416765397934007,-0.0216885348805895,0
-0.3365867336723742,-0.3045615179200757,0.3207447452138355,0.6045815036265257,-0.0961929370725121,-0.0046725041872813,0.0362000428371151,-0.0620357740231306,0.0026760072059813,0.041320713185846,-0.0211469271661487,0
-0.3725597121171454,-0.3347400606466351,0.3488834501960164,0.6390348332934699,-0.1010145024824846,-0.0061581089240195,0.0381469294365034,-0.0706861872244689,0.0042446942088657,0.0468455570733171,-0.02250766624985,0
-0.3116070577403229,-0.2854706191063974,0.2973924279999212,0.5660183532283057,-0.0907085122263085,-0.0040389838368723,0.0334271666001893,-0.0576507789857562,0.0022512102469174,0.0420204729889283,-0.0207467718684289,0
-0.3433172828878438,-0.3119646401985858,0.32555663751503,0.6054296565237786,-0.0965201244246216,-0.0050610276930515,0.0348674794793139,-0.062681086812337,0.0027682871666451,0.0452990023413382,-0.0231301642572996,0
-0.3077966125108581,-0.2819509759536344,0.290243271888271,0.5313936353776312,-0.0823056447343599,-0.0054932365072435,0.0286818442834598,-0.0540448069717848,0.0029934916561164,0.0370632572893679,-0.0235256468151056,0
-0.3561693782608303,-0.3214139094564007,0.3338453736483679,0.608648066376889,-0.0965777451980867,-0.0051268070903474,0.0341651009450125,-0.0691951651401216,0.0043659226408247,0.0424843352019741,-0.0204327066033289,0
-0.3652021885572751,-0.3302462561528041,0.3406427855576511,0.6190743475748469,-0.0979603098329275,-0.005154269329135,0.0356015489400286,-0.076933383285244,0.004476456637712,0.04106013461767,-0.0208995969452674,0
-0.3235807344044644,-0.2975342116468726,0.2974239671443344,0.538520409614624,-0.0865773943071021,-0.0038031604036288,0.0314778953913752,-0.0811187135350712,0.0038259404735971,0.0331557314044115,-0.0193858441396098,0
-0.2844727661888483,-0.2668699870595633,0.2571170192078119,0.4529011854675121,-0.0729873250134582,-0.0031347111836936,0.0293075054849517,-0.0641899513894653,0.0029612749324037,0.0278984767126187,-0.0197235463602811,0
