dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,cluster
-0.141879783216771,-0.2527510245155111,0.0551037972835929,0.2638547803191342,0.0951001417322044,-0.0846228902041527,-0.1444683066373273,0.0611650755365194,0.2194058433431022,-0.1108293208468578,0.0410161134986153,0
-0.1494525562561943,-0.2574033662546152,0.0593363940109329,0.2609429409189263,0.0974109808419283,-0.0680447060353326,-0.1401833651472304,0.0606543129395309,0.223071503441591,-0.1096906604756431,0.0349328983593821,0
-0.1507386382363406,-0.2576904420832218,0.0374608049009747,0.2600270269012955,0.0956681334337592,-0.0202939317802693,-0.1025245175352077,0.0388623745424965,0.2209782820287566,-0.0988344819627216,0.0266295217798004,0
-0.1640785037261222,-0.2666239618385123,0.0429762984984989,0.2477474631576655,0.1065752837535821,-0.0302140280260623,-0.1178122239954762,0.0810348647584987,0.2107814611913572,-0.093493314051434,0.0337514152800308,0
-0.1547202166858932,-0.268293210784383,0.0473655147643579,0.1949115837940109,0.1230038540027267,-0.0246290427766269,-0.1180737022410408,0.0977168903922168,0.1983341462564316,-0.0842144910467931,0.0334781483514975,0
-0.1509011101909304,-0.2657999499307492,0.0467314086314409,0.1880453190401541,0.1307177463578601,-0.0259216555857639,-0.1224673041233082,0.0975931578803155,0.2042366226557813,-0.0853279427315824,0.0331594747389328,0
-0.1575434486848523,-0.2713493166470557,0.0435217840974817,0.1691198483727112,0.1439492065531425,-0.0313971570383631,-0.1029171908871689,0.1238985937659846,0.2026778372197727,-0.0893190581586224,0.0386328075948478,0
-0.1566955636803596,-0.2730695062225866,0.1001158315078155,0.1380727227361525,0.1315822944530698,-0.0650289889520788,-0.0985677139594531,0.1396424391735702,0.2023599073041535,-0.0962956325765135,0.0454415380135616,0
-0.1548237140780705,-0.2606430290816315,0.0303376660836516,0.2212433389936071,0.1394081287622411,-0.0452776407760047,-0.113081508728205,0.0938686305538669,0.2218844846831155,-0.1086977401262684,0.0357182087822212,0
-0.1591909592236135,-0.257824369631075,0.0404152343223216,0.253893084139707,0.1204063186757766,-0.0637759188926661,-0.1333744656336302,0.0899635828581842,0.2088916784927904,-0.1118933036632016,0.0353472626722868,0
