dim_0,dim_1,dim_2,dim_3,cluster
0.4919846622399546,-0.2768179527836329,-0.3036619431991417,0.3204399931794053,0
0.5230941816676972,-0.2833842466107949,-0.2967440622470969,0.31564644880795,0
0.5017914315349815,-0.2689043938450918,-0.3308049958417873,0.2915674792910231,0
0.5257826788975778,-0.2669585688099202,-0.300202773572319,0.262259281856823,0
0.5391971640677409,-0.2939574475864323,-0.2368785276053499,0.181287395181335,0
0.5161238998417551,-0.2864946271228557,-0.2295723437168034,0.1621301672604278,0
0.560660267431711,-0.3030025430203853,-0.2136419376548851,0.1392021979303915,0
0.5835003024397802,-0.3197244160589452,-0.0698031087131967,0.1682241867727294,0
0.5265764489465693,-0.2781449981712224,-0.2984205540920593,0.2099751754300037,0
0.5477699821152296,-0.2775847298416701,-0.322070263847218,0.2815115039007887,0
0.5368331328991605,-0.2704615565936584,-0.3091662916060261,0.2266808226419413,0
0.503088496665747,-0.2782150427162491,-0.3071193115387172,0.3174475144016676,0
0.5260975385074865,-0.2859007850969233,-0.3009068171768105,0.3372804167480435,0
0.4967330216391661,-0.2669389827704818,-0.3381264201839221,0.2970690581344425,0
0.5185733015744204,-0.2697664432702036,-0.288011600841685,0.2310626007436667,0
0.5506342760364024,-0.2847029269845488,-0.2790219256370244,0.1914912862605196,0
0.5223242333929498,-0.2852045237822677,-0.2437502093104673,0.1602565934842339,0
0.5451866846506324,-0.3060821989827006,-0.1742903585888602,0.1288160839819092,0
0.5872452123602557,-0.3205165797914699,-0.0652797478723099,0.1676333724332866,0
0.5387729295455944,-0.2757061876614547,-0.3089783312691488,0.1738490597269563,0
0.5420285874614665,-0.2788224500695285,-0.3202944028742548,0.290780612342935,0
0.54652798181833,-0.2734507750378009,-0.3112556500290515,0.2355859160953272,0
0.5104320943608243,-0.2797104294827734,-0.2984624191929469,0.3180147685459198,0
0.5448121523512663,-0.2857297766938654,-0.3186056474574434,0.3176388696512776,0
0.4995552436753362,-0.265799427285927,-0.3464397930837085,0.3017323282458821,0
0.5271267182813779,-0.2677205569571365,-0.2966979955934316,0.2502012874524607,0
0.539290520003248,-0.2782262980358299,-0.2905429495082562,0.2072828197177283,0
0.5036274600589898,-0.2837855220458218,-0.2577734793430363,0.1397190517930868,0
0.5105992513081884,-0.3115944675882582,-0.1539309779115981,0.0903347557626177,0
0.5803376712806402,-0.3188334026997529,-0.0748295255193053,0.1548900854674526,0
0.5545370900584763,-0.2812951127999191,-0.2982391842993876,0.2139554150067944,0
0.5319069706121097,-0.2798625771070375,-0.3052026423497486,0.2968355044836986,0
0.547234856027801,-0.275235046663665,-0.3096454719598548,0.249574829046699,0
0.5176111007286531,-0.2805830457424694,-0.3034728405469536,0.3142569205621104,0
0.5603987266568725,-0.287998034682034,-0.3157724880711799,0.3184261175764915,0
0.5023954670535156,-0.2679932503358791,-0.3482847610813006,0.3118753288835054,0
0.5213230689556079,-0.2648871617067607,-0.3107960620514696,0.2610139648524193,0
0.5264254687816275,-0.2751387804155956,-0.2883761124928723,0.2219800432145279,0
0.4694581123942871,-0.285331971918724,-0.2490553021593052,0.1187924723748294,0
0.5315135483215959,-0.3090853022741675,-0.1653825166035763,0.1105968182096567,0
0.5274764410709816,-0.3260586671074734,-0.0209026075561349,0.0870414230813464,0
0.5696667665688703,-0.2851200411160884,-0.2871391753059071,0.2215405315275187,0
0.5376259195613653,-0.2775311173606936,-0.31866304053965,0.269786760649096,0
0.5490957527982653,-0.2770188771127323,-0.3146837991414176,0.2624039456396426,0
0.5203788909412442,-0.2791522730707602,-0.3202340923337854,0.3050997364471701,0
0.5551469978719784,-0.287124431774072,-0.3193320214854818,0.3144697812133984,0
0.4967559496035773,-0.2682799396931712,-0.3344334624860201,0.311944961732474,0
0.5155446660539118,-0.2644716682574357,-0.315783065481561,0.2787845958936448,0
0.5023145448455538,-0.2736058516065475,-0.2774318503660172,0.2104856439884508,0
0.4539390053199823,-0.2837579485649678,-0.2543186318141598,0.1147593820642773,0
0.5466701165809913,-0.3038204046270986,-0.1951395048981898,0.1255126170789895,0
0.5622750851756356,-0.3124836260381162,-0.1105373015991617,0.1121262794947473,0
0.5697570834393971,-0.2887073924068813,-0.2716806799945261,0.234085681908701,0
0.5444900190306322,-0.2736818141844192,-0.3452685559279667,0.2693606420968639,0
0.5567698803910243,-0.2791783485701249,-0.2990626794672858,0.2512428374607685,0
0.5188141933743009,-0.2776561029694362,-0.3306503911623542,0.3106063084356925,0
0.5349255097087351,-0.2830086959978868,-0.324333494679119,0.3101297061557856,0
0.5002797013428251,-0.2707729563913164,-0.329122907761838,0.3126626877908871,0
0.5127088821640119,-0.2683833905126505,-0.2990099615947834,0.276126227400073,0
0.4869333009213762,-0.2688057436555663,-0.2861693723287402,0.222166530460563,0
0.4776361427715073,-0.2797250291543822,-0.2582470380916356,0.1358204234001439,0
0.5373897919534589,-0.2944995586516659,-0.2349704252703477,0.124540531546717,0
0.5555947431356176,-0.3116836500417592,-0.127958422885128,0.0941368583383482,0
0.558322869760873,-0.2912088502959075,-0.2846721064411848,0.2753104136479051,0
0.5324882844191295,-0.2683524630554753,-0.3578563990873992,0.2866845216940696,0
0.5526122820153876,-0.2766179386292289,-0.3005931063069061,0.2475568132904634,0
0.417847525718964,-0.2970038904549595,-0.1407163905759312,-0.4194604984617487,3
0.6150045781033988,-0.3215901855125655,-0.1006154639645039,-0.3842851206017237,3
0.4915634651915745,-0.2935113515399375,-0.121664071871886,-0.373627293999783,3
0.463483978957411,-0.2831893458711847,-0.1166685061714725,-0.3554874822569325,3
0.5100154212985043,-0.3073160716027622,0.0188969576778378,-0.4901839745382188,3
0.4939808141475874,-0.3198535451398842,0.1205915836246467,-0.5153782921546144,3
0.4636068159137996,-0.2977473342196269,-0.0499959003858455,-0.5500878925639545,3
0.4407995077726678,-0.3276220770825636,0.071172670744333,-0.5992229866195165,3
0.4883031428821722,-0.330585037212349,0.134713758699547,-0.5263319931711449,3
0.4739250745838574,-0.3206815123860453,0.0588683130754744,-0.460410849438424,3
0.4642032657444433,-0.2991095331257726,-0.0204591660349622,-0.4679217215550059,3
0.4141019910151247,-0.3048696181274075,-0.106041734022856,-0.42787519159059,3
0.5925306805241596,-0.3118431392341715,-0.1459448813378385,-0.3700004185017804,3
0.5036800652058657,-0.2946027554132277,-0.130008998280641,-0.3702836651565834,3
0.4704941289114899,-0.2852797327108002,-0.1015242071266426,-0.3736170229163439,3
0.5069915480246223,-0.3003653496744354,-0.0337702266843103,-0.4768974230125281,3
0.4830994545840361,-0.3188435859219453,0.1018968318319004,-0.5452380485991736,3
0.5043725812420509,-0.2996172033559247,0.0200317861263995,-0.5261011046702985,3
0.4442183369554337,-0.3242731170901054,0.0145923012188423,-0.6048536582417369,3
0.4596946497258468,-0.3228998410625123,0.0974025808668354,-0.5469112459211304,3
0.4886962739010287,-0.3106814442735971,0.0327670533689153,-0.4638200637814666,3
0.4575742352872129,-0.3083134434576672,-0.0150707718283056,-0.4605327015072059,3
0.3964522056808673,-0.3029814022177889,-0.0819691997972266,-0.4207696451185646,3
0.5797805036445619,-0.3060428081427753,-0.1678647171700747,-0.358898216689328,3
0.4930732851568841,-0.2897284333319042,-0.1373838643475075,-0.3572586202337823,3
0.4743504484696316,-0.2840343979662964,-0.1080004030466482,-0.384613707519352,3
0.498771377421548,-0.296882462292226,-0.0507595727153235,-0.4652474856855398,3
0.4815998633520049,-0.3198977130140048,0.1123316203349549,-0.5136295436695631,3
0.519592915327571,-0.3013425400066775,0.0118087320366581,-0.5161394370099549,3
0.4489209947224901,-0.3229731903309841,-0.04111447854684,-0.6013431777263031,3
0.4458800279615461,-0.3229822049804818,0.1102510522718107,-0.5349060694774715,3
0.4856964359878633,-0.3096418233436488,0.0327004865718528,-0.4535387995206519,3
0.451169219643462,-0.2982023639149033,-0.0799791057925014,-0.454667445724731,3
0.3681156092779068,-0.3031417190296016,-0.0383127756444756,-0.4000237605563226,3
0.5759154133842395,-0.3062077673584634,-0.1604402510384372,-0.3432102362876781,3
0.4969322048288266,-0.29049346180778,-0.1274701770810402,-0.3494038451003857,3
0.4676426267302324,-0.2802082544287561,-0.1181157179417622,-0.3795722290950161,3
0.4915062271662823,-0.2897392786584418,-0.0889688580985447,-0.4679590356898458,3
0.5014412782718879,-0.3188890290438279,0.1118862537243525,-0.4963732224150382,3
0.5186123044137968,-0.3099957236981307,0.0583308637334392,-0.5282257565409151,3
0.4401195657011142,-0.3280460469919847,0.0111372880466571,-0.605764057236239,3
0.4637082256161774,-0.3235169251711537,0.1020520495491105,-0.5152822159186377,3
0.4672913709555545,-0.312446297668186,0.0521822413252369,-0.4908100247217953,3
0.4784907091845504,-0.2831287967802265,-0.114107648070762,-0.436444008487927,3
0.3517740888363055,-0.3006773634933193,-0.0053215056233504,-0.3739548062361741,3
0.5685573712532478,-0.3033715353408892,-0.1708589103291975,-0.336457643761393,3
0.500684074981437,-0.2931610257113171,-0.1266111506049407,-0.3656890321658999,3
0.4573411898157021,-0.2785043514400468,-0.1177365948763209,-0.3797549741742299,3
0.4757312357005732,-0.274508623792717,-0.1600740813965096,-0.4543216755414425,3
0.5126080646380046,-0.3171739002541711,0.0953133149848324,-0.499608980748363,3
0.5138866929826815,-0.312598448249263,0.0871649164740571,-0.5400742280269126,3
0.4351208054217702,-0.3335230954403236,0.083277499315823,-0.6148881520114079,3
0.4793893420266846,-0.3196602146955909,0.0309475938668373,-0.5401546510944767,3
0.4346396737678321,-0.3118548853694993,0.0375489946647549,-0.5161310640036832,3
0.4740100738908995,-0.2858593730966791,-0.0774128704014561,-0.4462788557890902,3
0.3487194435720466,-0.295422072610918,-0.0535349038194469,-0.3585949626559457,3
0.5621256687082022,-0.302888381089341,-0.1744289183003143,-0.3382508994119046,3
0.5196255834473643,-0.3001875791545094,-0.1059629749698414,-0.3853222686293408,3
0.4525267522226077,-0.2768117598205021,-0.1250874085439986,-0.3676208245602217,3
0.4530339262037146,-0.2735300020383724,-0.1708941090995167,-0.4865003079380749,3
0.5078412717924643,-0.307796328913642,0.0404779910029811,-0.5001961794035736,3
0.5033007784385272,-0.3045550294279719,0.0104670111138477,-0.5625013301829703,3
0.4425331759173078,-0.3339705559540962,0.089872275367534,-0.6243749827506998,3
0.4741474261500475,-0.3032289073951112,-0.0703847353558406,-0.5355979657276294,3
0.4060313930905692,-0.303128857681063,-0.0374879777191726,-0.5173661076713665,3
0.465506052703177,-0.2869037374643433,-0.0701746051058199,-0.4670185019200302,3
0.5956840425565445,-0.2845766796915001,-0.2889790819686333,0.739956748343561,2
0.6524913689312319,-0.3134911700868078,-0.158924663662518,0.6834623456223649,2
0.6148715817474603,-0.3178967643462685,-0.066918356787647,0.6769126882009895,2
0.6057830996910342,-0.3301955127609074,0.0060123635536172,0.5953869670876513,2
0.6160941405057411,-0.3530845623615335,0.1814713331743181,0.5362847147991172,2
0.6050554197920498,-0.3472879028132256,0.1321780513726429,0.5717195816652229,2
0.6259029091068371,-0.3651284227326988,0.2570075391008702,0.5323421343516912,2
0.5626525605436492,-0.3406056736078626,0.2199461694235907,0.4037802445807972,2
0.5946788423397618,-0.3523581728332333,0.2105172364208017,0.47790474088865,2
0.6131146502144131,-0.340118476969029,0.1355465136601719,0.3753896060065554,2
0.6227312817330883,-0.3214728298700045,-0.0022992512107845,0.5725453975906489,2
0.5808118609420682,-0.2852839784456088,-0.2789769590426191,0.7582032579103755,2
0.6542606053109666,-0.314358380605528,-0.1516959504551496,0.6927788730900507,2
0.6243968666377091,-0.3173953023958203,-0.0735746532803846,0.6727441156954639,2
0.615429807442792,-0.3310333573073912,0.0260364131762465,0.6053397631376979,2
0.6268619442120346,-0.3593470419245336,0.2142682742503937,0.5552184817947489,2
0.6099082580414588,-0.3483104604828778,0.1176783659691916,0.567588727461695,2
0.6167494985499595,-0.3662394188053363,0.2919150098601602,0.5345945191555368,2
0.567105332935003,-0.3407918473846885,0.2067776368553819,0.3903392291032194,2
0.567679362440977,-0.3483691606087843,0.2322864249662241,0.510671390410459,2
0.5918272287548783,-0.3381930807111316,0.16224179411685,0.3748705913030642,2
0.632064536315752,-0.3243486945974166,0.0589235106703532,0.5799559147992055,2
0.5841359950121774,-0.2844807644240243,-0.2878872090191174,0.7555480108702998,2
0.6632602846661871,-0.318518867608789,-0.1372926486180958,0.6932583775840999,2
0.6309659188970066,-0.3195002114398185,-0.0655662491330411,0.6780515147737685,2
0.6221534337883127,-0.3331386943898867,0.0467028726009929,0.6088508778632988,2
0.6281377081581447,-0.359925534652139,0.2260379560757628,0.5587500335391224,2
0.6151298396802113,-0.3519503298994364,0.1402900694439578,0.5683457452509336,2
0.6057566604207849,-0.3660794180166499,0.3327690357187827,0.571038865169786,2
0.5733454637495252,-0.3421125273117689,0.179698070737086,0.3816241890438612,2
0.5907205910942124,-0.341669451847554,0.1883628327139751,0.5256599050126639,2
0.5584388321647552,-0.3423420578290169,0.1990644249105412,0.3576027424044249,2
0.6307695397742208,-0.3178566253634073,0.0440810892158564,0.5665958978197665,2
0.5911163893866712,-0.2891340445194871,-0.2826862848842193,0.7516870842282353,2
0.6674165728985745,-0.3206775688368794,-0.133675530902648,0.6949241891780387,2
