dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,cluster
-0.3050338274651367,-0.2805178177500989,0.2912304397234219,0.557368944129119,-0.0889395476283361,-0.0037976109021581,0.0324431296330115,-0.056426005135838,0.0020261571014552,0.0405187003961951,0
-0.3318341986126087,-0.3033297619452634,0.3161014728595825,0.5931322687676156,-0.0947021314429401,-0.0045600213320763,0.0341931526253639,-0.06292152336631,0.0024772884146216,0.0442303686146882,0
-0.3104972785138761,-0.2848314883942955,0.2920503950254708,0.5314879123778183,-0.0824109670908612,-0.0055351729920709,0.0287687196834953,-0.0559175039743455,0.0030621208892165,0.0377873633685789,0
-0.3567206224268642,-0.3223122543221344,0.3358955188396519,0.6137452680412019,-0.0966205235020634,-0.0052440203910632,0.0341499908266412,-0.0675764806185409,0.0043167042842571,0.0424155795585382,0
-0.3323234133525399,-0.3046180580285551,0.3071356091240903,0.5493972290029824,-0.0879032178304719,-0.0040997863380069,0.0317514008597248,-0.0725385387275534,0.0040877237563299,0.0361198167732166,0
-0.3408204908040337,-0.3124443110847769,0.3149847448745938,0.5657064110937159,-0.0906360667143629,-0.0040902637865314,0.0330051766475505,-0.0799959813662064,0.004042542885389,0.0375124816148729,0
-0.3259377185441934,-0.2987926541964756,0.3013423823800438,0.537710908440688,-0.0847987700464411,-0.0047495905868969,0.0341152644039091,-0.0685210265088256,0.0038760354992636,0.0346295081180097,0
-0.283199627699182,-0.2628379954620109,0.2643365014358927,0.4575443361125809,-0.0723683431347356,-0.0044168287792919,0.0311554457449988,-0.0440028328798858,0.0033181848306364,0.0371285713544544,0
-0.3520427310020077,-0.319109613502519,0.331285862198259,0.615360897027446,-0.0965102143261662,-0.0056345941212856,0.0378808500620383,-0.0736043732891749,0.0030379596213915,0.0426594355017779,0
-0.3353960745584667,-0.3028595818369501,0.3191341358853624,0.6007335734642529,-0.0961117310752121,-0.0047574880143006,0.0363563182727758,-0.0633316805543804,0.0028272575823191,0.0415847621823336,0
-0.3745799545179372,-0.336627324502089,0.3512060473451294,0.6454598093371396,-0.1024001310421348,-0.0059732457050383,0.0384603905290595,-0.0756641699946279,0.0041712521995306,0.0467767929480631,0
-0.3078114019186311,-0.2824732571963856,0.2939200953735904,0.5610681395619578,-0.0896856902348492,-0.0040112713206553,0.0329107237794364,-0.0578548179025887,0.0021454671925344,0.0411997899857469,0
-0.325222767668736,-0.297958997713128,0.3103794657130485,0.5812194328769875,-0.0919495238192378,-0.0046825675770288,0.0330792117823935,-0.0566145744824679,0.0023018586128938,0.0429873610730681,0
-0.3010927546957825,-0.2768627869495416,0.2840348670994197,0.5187308986136995,-0.0800226390082047,-0.0054773732554678,0.0280138091735169,-0.0532278236575051,0.0029068677970033,0.0362720958093956,0
-0.3513579727415994,-0.3178391940327216,0.3273471060914723,0.5952162806513412,-0.0951513843050215,-0.0046848582272159,0.0332268447732473,-0.0725622730902806,0.0042826216553029,0.0408312164428221,0
-0.3465783328553279,-0.3144787319319008,0.3219742709117166,0.5806824648011056,-0.0925345358064265,-0.0048277878494108,0.0337188777811901,-0.0754114488701252,0.0044225667694177,0.0381270773645848,0
-0.3373740473877495,-0.308751654807916,0.3121663087118144,0.5620499233272184,-0.0899638136745245,-0.0042531467977572,0.0329984689316922,-0.0796713100362108,0.0041348783055723,0.0369118619687684,0
