dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,cluster
0.491984662239956,-0.2768179527836317,-0.3036619431991439,0.3204399931794037,0.67863105854365,-0.0452736793143193,-0.0799372572857626,0.0848830330049129,-0.0202441071255405,-0.1522162958253259,0
0.5230941816676928,-0.28338424661079,-0.2967440622470972,0.3156464488079465,0.6780646505217158,-0.0482102185601759,-0.0570005678277984,0.0814374141071845,-0.0162235866169964,-0.16120088605282,0
0.5017914315349805,-0.2689043938450898,-0.3308049958417874,0.2915674792910202,0.580927366204477,-0.0308304702054521,0.0118345276970986,0.0420824869372287,-0.0349074878892227,-0.1978964069736016,0
0.5257826788975808,-0.2669585688099135,-0.3002027735723212,0.262259281856822,0.6101326051074363,-0.0616807149740428,-0.0516522323936022,0.0161266274578784,0.0410606589938572,-0.1627381962026962,0
0.539197164067742,-0.2939574475864324,-0.2368785276053486,0.1812873951813319,0.6051997488496607,-0.1168176036566945,-0.0929507047566568,-0.0017614570816391,0.0780949811215181,-0.1521541235233625,0
0.5161238998417559,-0.2864946271228544,-0.2295723437168024,0.1621301672604256,0.6115586495063231,-0.1243991667996152,-0.0954681091990847,-0.0045185075475709,0.0707199834381789,-0.1531533447884601,0
0.5606602674317123,-0.3030025430203843,-0.2136419376548849,0.1392021979303918,0.6159056667766788,-0.1644156845894128,-0.1739903702555544,-0.0462713888938155,0.1175322303242293,-0.1625010473947304,0
0.5835003024397808,-0.3197244160589433,-0.0698031087131979,0.1682241867727295,0.6579241095688075,-0.1880923370006363,-0.2560522758454654,-0.0383499906837202,0.1369859780613696,-0.1636854739304038,0
0.5265764489465697,-0.2781449981712213,-0.2984205540920588,0.2099751754300022,0.6430778878517228,-0.1141407594928759,-0.1239681046764199,-0.0167331848141586,0.041818041176967,-0.1735812885203179,0
0.54776998211523,-0.2775847298416684,-0.32207026384722,0.281511503900786,0.6774100762683275,-0.0811221045774416,-0.1050853800063168,0.0192959319525471,0.0366145546698198,-0.1403235033907347,0
0.5368331328991605,-0.2704615565936571,-0.3091662916060272,0.2266808226419399,0.6219631766983837,-0.0692164943039112,-0.0862706719732563,0.0063132126175461,0.0512934257787264,-0.1700546832817596,0
0.5030884966657468,-0.2782150427162478,-0.3071193115387198,0.3174475144016665,0.6831318925838408,-0.0440362384048575,-0.078716011281812,0.0861161785760356,-0.0151052485514908,-0.1530957884706379,0
0.5260975385074865,-0.2859007850969215,-0.3009068171768133,0.3372804167480411,0.6679350606502878,-0.0447358894401044,-0.0516847087728179,0.0795929282763829,-0.0281064644575718,-0.1687011499038347,0
0.4967330216391664,-0.2669389827704801,-0.3381264201839236,0.2970690581344402,0.5798700278141241,-0.0315543825431881,0.0139526345381797,0.0397893650220075,-0.0403440345489621,-0.2000586186550093,0
0.518573301574421,-0.2697664432702023,-0.2880116008416862,0.2310626007436651,0.6027210759958714,-0.0688719588179644,-0.0529715158688599,0.0136357561037239,0.0477552316955351,-0.1527831444896953,0
0.5506342760364027,-0.2847029269845474,-0.2790219256370253,0.1914912862605181,0.6088334179231566,-0.1023083338575555,-0.0825664340355951,-0.0060843544182288,0.0830769706564212,-0.1549164684644867,0
0.5223242333929502,-0.2852045237822663,-0.2437502093104682,0.1602565934842327,0.6120371269131866,-0.1218833348560716,-0.0942757597385303,-0.0063735486434026,0.0769057104908461,-0.1536386218300101,0
0.5451866846506336,-0.3060821989826996,-0.1742903585888611,0.1288160839819089,0.6155286854448404,-0.1752110610528975,-0.1861413606205071,-0.0443237851284975,0.1148892921490956,-0.1569913419600157,0
0.5872452123602568,-0.3205165797914682,-0.0652797478723111,0.1676333724332867,0.6558724609742913,-0.1888682235391897,-0.2601825330122158,-0.040455081945062,0.1409476754250586,-0.1645101084395312,0
0.5387729295455944,-0.275706187661453,-0.3089783312691495,0.1738490597269547,0.6393922930517718,-0.1123944217601609,-0.1133605527122869,-0.021409271614638,0.0672065188523027,-0.1509385820431572,0
0.542028587461467,-0.2788224500695269,-0.320294402874257,0.2907806123429332,0.6762335186992943,-0.0853224991654828,-0.1050159786176018,0.0186655819035098,0.0281701811075876,-0.1423572235218251,0
0.54652798181833,-0.2734507750377991,-0.3112556500290526,0.2355859160953252,0.6114969249727117,-0.06156855987115,-0.0902526552884137,0.0059043334307149,0.0538952424338146,-0.1755313755648009,0
0.5104320943608246,-0.279710429482772,-0.2984624191929496,0.3180147685459178,0.6850520965636873,-0.044471375833904,-0.0850548772886342,0.0850363553983479,-0.0081271845343276,-0.1494954585089364,0
0.5448121523512663,-0.2857297766938635,-0.3186056474574451,0.317638869651275,0.6604014299957447,-0.0384742059967388,-0.0468593259991095,0.0733493321367443,-0.0104265492120047,-0.1643914488572224,0
0.4995552436753365,-0.2657994272859257,-0.346439793083711,0.3017323282458803,0.5818343264649017,-0.0262237725605306,0.0138900053305611,0.0412945958980474,-0.0379182280897878,-0.196245346822655,0
0.5271267182813784,-0.2677205569571352,-0.2966979955934329,0.2502012874524589,0.6069848309427109,-0.0603771161998758,-0.0553608933789811,0.0156340122350616,0.0473619083308583,-0.1584606095551996,0
0.5392905200032478,-0.2782262980358284,-0.2905429495082569,0.2072828197177262,0.6109238407684052,-0.0954851597697847,-0.0815036965484654,-0.0054286412752606,0.0703556244893809,-0.1594122517112217,0
0.5036274600589907,-0.2837855220458204,-0.2577734793430374,0.1397190517930861,0.6001948081967363,-0.1277627434971967,-0.0893114259029018,-0.0130417415968585,0.0698510109692152,-0.1507876837919956,0
0.5105992513081901,-0.3115944675882569,-0.1539309779115984,0.0903347557626175,0.5851491034032396,-0.1839790092272488,-0.1867901461035275,-0.0479908516753095,0.0982431424231881,-0.1559553041874369,0
0.5803376712806404,-0.3188334026997513,-0.0748295255193056,0.154890085467452,0.6487227588060942,-0.194207757161926,-0.257761069567083,-0.0476496202082665,0.1404595459138195,-0.1660480038035756,0
0.5545370900584763,-0.2812951127999176,-0.2982391842993884,0.2139554150067923,0.6419687212931077,-0.1087994008911142,-0.1135779097621972,-0.0170810873029396,0.0546675707719573,-0.1663927523533393,0
0.5319069706121098,-0.279862577107036,-0.3052026423497506,0.2968355044836966,0.6821387913958793,-0.0968979250068285,-0.1032004649533059,0.0181942904445644,0.0157629528917661,-0.1446042837943796,0
0.547234856027802,-0.2752350466636633,-0.3096454719598565,0.2495748290466974,0.6113952914311286,-0.0605275063592223,-0.0834732948327311,0.0096173136436399,0.0445592748846617,-0.1816531941387014,0
0.517611100728653,-0.2805830457424682,-0.3034728405469563,0.3142569205621084,0.6822696562113191,-0.0424960106447616,-0.0821102227212462,0.0836008741907324,-0.0035845488007746,-0.1473530522688498,0
