dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,cluster
5.918021163548785,-0.6812615462759944,1.7962860997678196,-6.350881519993154,-7.527290881631478,1.7691411817147682,-0.5678793412879471,0.4303480310026674,-0.1234750686349634,-0.8007811379032185,0
6.615838318124502,-0.6456800024355467,1.7053733598609724,-6.511740982575384,-7.674609718550552,1.819571902040924,-0.6343769033279206,0.5990386764324618,-0.1332770228017695,-0.7891810974405751,0
5.796516860970588,-0.5587407058617109,1.7260146225708526,-5.904415954504218,-6.749131010910833,0.968313258437574,-1.13265680524327,0.9345334201222938,-0.0434409331346211,-0.7351570028205092,0
5.962062535109074,-0.4583639200448536,1.5092386659941772,-5.982505455356651,-6.879111899762088,1.6756854446283054,-0.8673470826059857,-0.057439062827221,-0.3667524209947154,-0.5379015894930123,0
6.773636556318124,-0.6956692792188408,0.8095411823404798,-6.084642451694014,-6.548096941101458,2.5523096612039065,-0.4030796478159748,-0.937806402041078,-0.4426738853312683,-0.5235610560977306,0
6.270061832140043,-0.6977741132210162,0.6118145707138007,-5.971133187863282,-6.366852500704036,2.590497315374207,-0.4672016154731381,-1.0076624757570007,-0.3848431944021248,-0.5496231045490073,0
7.273195662420112,-0.7023263620331543,0.5962345765180795,-6.218443716416733,-6.628085305617004,3.3295803128967174,0.0896774819760286,-2.0195854028315665,-0.5509868801167167,-0.4752264280697667,0
7.905688555600626,-0.8075593203194196,0.5307929649758902,-5.427881888377962,-7.001395377230366,4.848613179324387,0.3834978853035731,-2.7966171062917566,-0.727364010232234,-0.7156840520779796,0
6.520488326525234,-0.5693047997696932,1.167489477900794,-6.518239016002493,-7.112229807422184,2.259450496036195,-0.3078035610797837,-0.8634371906135537,-0.199137716549275,-0.5565149397614901,0
6.971050563747541,-0.4963301253162832,1.6848668347699307,-6.856345133649278,-7.780356087572827,1.9889412582817012,-0.372398650928487,-0.3466585802971366,-0.2281732036766552,-0.4555427885987764,0
6.2428965216993415,-0.4414193243457405,1.2671458412656966,-6.234594703524809,-7.012881141004736,1.7981483874706017,-0.5439641471462962,-0.3423772225378618,-0.387776972858127,-0.5436692006585558,0
6.113695805912095,-0.6546324189663763,1.7628492206059752,-6.455505691579898,-7.619047148136595,1.7783093249012567,-0.5401977053106297,0.4598939255735162,-0.1531782852357261,-0.789281548306829,0
6.727067437050281,-0.6609805199348782,1.936155019786192,-6.462457359233956,-7.727037913527219,1.7219484009655186,-0.6853830478112428,0.7375037259888776,-0.0731829213308569,-0.8070052204339604,0
5.699821563332706,-0.55761517384157,1.793790707393475,-5.912603602553885,-6.74445620620422,0.9137401856470154,-1.1683136739599749,0.958493414377506,-0.0102658108337193,-0.7330551426525588,0
5.925092121772786,-0.5130560928804727,1.2372821065154886,-5.943898016112584,-6.655369632841217,1.7371781589484283,-0.7872106516576199,-0.2111046056370543,-0.3650004047654621,-0.5106310437151572,0
6.750752827981841,-0.549964395189346,0.9693257084421316,-6.313324602444824,-6.740755580837827,2.211511521513752,-0.4755584443754199,-0.758333696080346,-0.4830007445107262,-0.4450949538784489,0
6.324611986328838,-0.659640581900752,0.6292354682312051,-6.082980215218857,-6.418134200434645,2.514030802415593,-0.4532133288586197,-0.998718611857576,-0.4197897443047965,-0.5195056236395055,0
7.073685300653803,-0.7969483135417926,0.4370520790282369,-5.926125066116454,-6.428739891588669,3.620193396993348,0.1109583079671545,-2.20548927573174,-0.520957422533556,-0.5304518115757496,0
7.93404182139396,-0.7985650503341555,0.5307495667891208,-5.3783031297093125,-6.992049013349388,4.895970075109458,0.3972151473124191,-2.84387508584879,-0.7528503056696219,-0.7084304236653091,0
