dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,cluster
0.491984662239956,-0.2768179527836317,-0.3036619431991431,0.3204399931794033,0.6786310585436501,-0.0452736793143195,-0.0799372572857622,0.0848830330049129,-0.0202441071255405,-0.1522162958253259,0.063726392781529,-1
0.5230941816676928,-0.28338424661079,-0.2967440622470955,0.3156464488079463,0.6780646505217178,-0.0482102185601759,-0.0570005678277984,0.0814374141071847,-0.0162235866169969,-0.1612008860528202,0.0438471279573289,-1
0.5017914315349805,-0.2689043938450898,-0.3308049958417869,0.2915674792910185,0.5809273662044778,-0.0308304702054522,0.0118345276970988,0.0420824869372284,-0.0349074878892224,-0.197896406973602,-0.0333497821232622,-1
0.5257826788975809,-0.2669585688099135,-0.3002027735723209,0.2622592818568222,0.6101326051074365,-0.061680714974043,-0.0516522323936019,0.0161266274578782,0.0410606589938572,-0.1627381962026962,0.001884891842685,-1
0.5391971640677421,-0.2939574475864324,-0.2368785276053473,0.1812873951813308,0.6051997488496611,-0.1168176036566946,-0.0929507047566567,-0.0017614570816392,0.078094981121518,-0.1521541235233628,0.0143774288653786,-1
0.5161238998417561,-0.2864946271228544,-0.2295723437168011,0.1621301672604259,0.6115586495063239,-0.1243991667996153,-0.0954681091990843,-0.0045185075475708,0.070719983438179,-0.1531533447884603,0.0151011156874068,-1
0.5606602674317124,-0.3030025430203843,-0.2136419376548836,0.1392021979303918,0.6159056667766792,-0.1644156845894129,-0.1739903702555542,-0.0462713888938156,0.1175322303242293,-0.1625010473947305,0.0126391185652738,-1
0.5835003024397809,-0.3197244160589433,-0.0698031087131975,0.1682241867727296,0.6579241095688072,-0.1880923370006366,-0.2560522758454652,-0.0383499906837209,0.1369859780613695,-0.1636854739304038,0.0510656745775707,-1
0.5265764489465699,-0.2781449981712213,-0.2984205540920575,0.209975175430002,0.6430778878517234,-0.1141407594928761,-0.1239681046764194,-0.0167331848141589,0.0418180411769671,-0.1735812885203179,0.0119124652821403,-1
0.5477699821152301,-0.2775847298416684,-0.3220702638472195,0.2815115039007843,0.6774100762683275,-0.0811221045774418,-0.1050853800063163,0.019295931952547,0.0366145546698198,-0.1403235033907346,0.0506619892907508,-1
0.5368331328991607,-0.2704615565936571,-0.3091662916060262,0.2266808226419394,0.6219631766983837,-0.0692164943039114,-0.0862706719732561,0.0063132126175463,0.0512934257787265,-0.1700546832817596,0.0066200632109679,0
0.503088496665747,-0.2782150427162478,-0.3071193115387193,0.3174475144016656,0.683131892583841,-0.0440362384048577,-0.0787160112818112,0.0861161785760354,-0.0151052485514909,-0.1530957884706378,0.0614640097128934,-1
0.5260975385074866,-0.2859007850969215,-0.3009068171768123,0.3372804167480406,0.667935060650288,-0.0447358894401047,-0.0516847087728179,0.0795929282763825,-0.0281064644575718,-0.1687011499038347,0.0344254785484221,-1
0.4967330216391665,-0.2669389827704801,-0.3381264201839227,0.2970690581344397,0.5798700278141243,-0.0315543825431883,0.0139526345381801,0.0397893650220077,-0.0403440345489621,-0.2000586186550089,-0.0366222598917055,-1
0.5185733015744212,-0.2697664432702023,-0.2880116008416853,0.2310626007436648,0.6027210759958717,-0.0688719588179646,-0.0529715158688596,0.0136357561037239,0.0477552316955354,-0.1527831444896949,0.0106251413749227,0
0.5506342760364028,-0.2847029269845474,-0.2790219256370245,0.1914912862605177,0.6088334179231568,-0.1023083338575558,-0.0825664340355943,-0.006084354418228,0.0830769706564213,-0.1549164684644868,0.0047733120151913,0
0.5223242333929503,-0.2852045237822663,-0.2437502093104675,0.1602565934842326,0.6120371269131869,-0.1218833348560715,-0.0942757597385297,-0.0063735486434029,0.076905710490846,-0.1536386218300102,0.012031985032748,0
0.5451866846506337,-0.3060821989826996,-0.1742903585888603,0.1288160839819089,0.6155286854448407,-0.1752110610528975,-0.1861413606205066,-0.0443237851284978,0.1148892921490955,-0.1569913419600159,0.0245381253799857,-1
0.5872452123602568,-0.3205165797914682,-0.0652797478723103,0.1676333724332869,0.6558724609742916,-0.1888682235391905,-0.2601825330122154,-0.040455081945062,0.1409476754250586,-0.1645101084395314,0.0490184770869608,-1
0.5387729295455946,-0.275706187661453,-0.3089783312691486,0.1738490597269542,0.6393922930517721,-0.1123944217601609,-0.1133605527122865,-0.021409271614638,0.0672065188523026,-0.1509385820431572,0.0180791446389557,0
0.5420285874614671,-0.2788224500695269,-0.3202944028742561,0.2907806123429327,0.6762335186992947,-0.085322499165483,-0.1050159786176016,0.0186655819035096,0.0281701811075876,-0.1423572235218249,0.0490429652490645,-1
0.5465279818183301,-0.2734507750377991,-0.3112556500290518,0.2355859160953249,0.6114969249727122,-0.0615685598711503,-0.0902526552884135,0.0059043334307149,0.0538952424338146,-0.1755313755648009,0.0019542097370145,0
0.5104320943608247,-0.279710429482772,-0.2984624191929486,0.3180147685459172,0.6850520965636875,-0.0444713758339042,-0.0850548772886339,0.085036355398348,-0.0081271845343272,-0.1494954585089365,0.0653556971092678,-1
0.5448121523512665,-0.2857297766938635,-0.3186056474574443,0.3176388696512744,0.6604014299957448,-0.038474205996739,-0.0468593259991093,0.0733493321367444,-0.0104265492120047,-0.1643914488572225,0.0290972814000396,-1
0.4995552436753369,-0.2657994272859257,-0.34643979308371,0.3017323282458798,0.5818343264649021,-0.0262237725605308,0.0138900053305614,0.0412945958980474,-0.0379182280897878,-0.196245346822655,-0.0313650828697041,-1
0.5271267182813785,-0.2677205569571352,-0.296697995593432,0.2502012874524587,0.6069848309427113,-0.060377116199876,-0.0553608933789808,0.0156340122350616,0.0473619083308583,-0.1584606095551994,0.0065206737673575,0
