dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,cluster
-0.1418797832167696,-0.2527510245155121,0.0551037972835933,0.2638547803191347,0.0951001417322034,-0.0846228902041548,-0.1444683066373305,0.0611650755365191,0.2194058433431019,-0.1108293208468545,0.0410161134986154,-0.0640872051602021,0
-0.1494525562561904,-0.2574033662546107,0.059336394010933,0.2609429409189219,0.0974109808419259,-0.0680447060353339,-0.1401833651472319,0.0606543129395299,0.223071503441588,-0.1096906604756385,0.0349328983593818,-0.0645737247555672,0
-0.1507386382363363,-0.257690442083221,0.0374608049009758,0.260027026901299,0.09566813343376,-0.0202939317802714,-0.10252451753521,0.0388623745424975,0.2209782820287582,-0.0988344819627193,0.0266295217798007,-0.0698512529456576,0
-0.1640785037261151,-0.2666239618385164,0.0429762984984995,0.2477474631576658,0.1065752837535817,-0.0302140280260635,-0.1178122239954788,0.0810348647584983,0.2107814611913551,-0.0934933140514299,0.0337514152800296,-0.0756521041235406,0
-0.1547202166858921,-0.2682932107843834,0.0473655147643583,0.1949115837940123,0.1230038540027266,-0.0246290427766294,-0.1180737022410425,0.0977168903922159,0.1983341462564301,-0.0842144910467892,0.0334781483514972,-0.0744735174323003,0
-0.1509011101909283,-0.2657999499307497,0.0467314086314409,0.1880453190401541,0.1307177463578595,-0.0259216555857665,-0.1224673041233107,0.0975931578803146,0.2042366226557808,-0.0853279427315792,0.0331594747389326,-0.0744266748247121,0
-0.1575434486848501,-0.2713493166470562,0.0435217840974808,0.1691198483727113,0.1439492065531428,-0.0313971570383663,-0.1029171908871726,0.123898593765984,0.2026778372197711,-0.0893190581586194,0.038632807594847,-0.072920923828309,0
-0.1566955636803575,-0.2730695062225868,0.100115831507815,0.1380727227361524,0.1315822944530693,-0.0650289889520823,-0.0985677139594564,0.1396424391735702,0.2023599073041523,-0.09629563257651,0.0454415380135615,-0.0723266188716282,0
-0.1548237140780685,-0.2606430290816318,0.0303376660836498,0.2212433389936082,0.1394081287622405,-0.0452776407760074,-0.1130815087282081,0.0938686305538662,0.2218844846831144,-0.1086977401262648,0.0357182087822211,-0.068682025514056,0
-0.1591909592236114,-0.2578243696310751,0.0404152343223218,0.2538930841397068,0.1204063186757763,-0.0637759188926694,-0.1333744656336339,0.0899635828581843,0.2088916784927895,-0.111893303663198,0.0353472626722865,-0.0679202149748572,0
-0.1663692929517086,-0.2686901768516259,0.0298201970424431,0.2347692311614986,0.1159195732194414,-0.0334641791453484,-0.1190728273771047,0.0914903230664623,0.2185774047102273,-0.1024327874281155,0.03541055828435,-0.0724553976743729,0
-0.1449922816301888,-0.2543157617461431,0.0538213243463751,0.2635615148839273,0.0951694711563536,-0.0817419571466764,-0.1454424577978353,0.0635147894233349,0.2209111538573378,-0.1109688870468582,0.0400772280808465,-0.0636957569314775,0
-0.1487894675373005,-0.257201854689739,0.0615220707244469,0.2675157146100701,0.0945831964042104,-0.0682418477836378,-0.1306267474848444,0.0542277587477687,0.2225733245382822,-0.1109627440055141,0.0343949690032644,-0.064171487154227,0
-0.1491349265775967,-0.2556602060009184,0.0358600597615525,0.2634222262113123,0.0969402042883939,-0.0207848115758424,-0.1000543224646025,0.0363818428399239,0.2215286340717271,-0.0991301483600316,0.0265959320670102,-0.0695683870711068,0
-0.1602499966586185,-0.2657673780005979,0.0399235482625883,0.2321735778879006,0.1096912773962714,-0.0267325110894203,-0.123250031294899,0.0832863419994413,0.2036708332207403,-0.0906323190028276,0.0324759788777967,-0.0759916320276417,0
-0.1631476805031179,-0.2696621382085754,0.0347370316157802,0.2120048042964599,0.1230379316212813,-0.0190199061270301,-0.1185084740760242,0.1001529835830454,0.2028472489352877,-0.0865361920777372,0.0328559919182108,-0.0748616126923346,0
-0.1534210075255394,-0.2662511198304524,0.0410578601880972,0.1912353273581788,0.130897047594916,-0.0229493204402978,-0.1225613043817974,0.0998786223383139,0.2046453850441215,-0.0847206361004507,0.0332586802918217,-0.0743720059740126,0
-0.1512224062345792,-0.269833607879525,0.0551214648658201,0.1541152233214411,0.1443078765181938,-0.0380488464049963,-0.1045944399951201,0.124056013326364,0.1989562488031813,-0.0881684154545948,0.039396920334103,-0.0732459586238491,0
-0.1577307082660927,-0.2739442167111781,0.101189234192329,0.1361711512519069,0.1307862018760498,-0.0646505274798399,-0.0963406352684825,0.1412869884301774,0.2018784311852239,-0.0958036093870106,0.0454666751925384,-0.0723466957813467,0
