dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,cluster
-0.3712393853299375,-0.655117803845615,0.0166973302378382,-0.5962020140684281,-0.388049566149607,-0.3554687226454548,-0.1131645936117805,0.1131382531992804,0.5735558470618586,-0.0884836530065298,-0.0544407877426989,0.2309281647205562,-1
-0.3891390044426814,-0.6613012340539061,0.0196971198965551,-0.5805070403911716,-0.3698245447616546,-0.3105695028327189,-0.0949431647665806,0.1549084446728185,0.5761895380188972,-0.0972839603155581,-0.0562386721893091,0.2282033654743829,-1
-0.3956497936019286,-0.6646126988905555,0.1334720311983968,-0.5501919150045288,-0.3026371924369769,-0.1387465374828289,-0.0038512359929036,0.2089338622017962,0.5682781800625786,-0.0852442657593127,-0.0358014543530404,0.2280200391687369,-1
-0.4280394705342963,-0.682694149668639,0.091054884549696,-0.4738411262039682,-0.3523634223592267,-0.1677985023954797,-0.1528091461589859,0.218968843167141,0.533007151667296,-0.0541219285546598,-0.0344200824101051,0.2382652003388145,0
-0.4028695951856895,-0.6879537288710623,0.0380991104773474,-0.3146967255021278,-0.3786678150409478,-0.1559848825849073,-0.1986242608435596,0.236958504498429,0.4990477896264353,-0.0330327226462234,-0.0490587331175651,0.2239514812841503,0
-0.390154224106085,-0.6782343127002328,0.0322496278386974,-0.2917887038356236,-0.3950224840400504,-0.1698228389943538,-0.1911963089183499,0.2408291050697285,0.514106624740413,-0.036546480892536,-0.0483955478652213,0.2248781173037869,0
-0.412189412100241,-0.6994363898451703,0.0304451588095149,-0.2005020138783948,-0.448161123718527,-0.1203077473864244,-0.2793716484755619,0.2011962841603426,0.5280240228695412,-0.0375701480391075,-0.0577554745512787,0.2242279531465431,-1
-0.4156918166906136,-0.7143227464823018,-0.1898355714138785,-0.1718347193038771,-0.4677284938505983,-0.1555846508956116,-0.3541352316397377,0.1352038030280838,0.5469145214716581,-0.0432178815476516,-0.055213100629539,0.2349318139649178,-1
-0.4008864336547227,-0.6655536449376833,0.1004371021732171,-0.3659838398013257,-0.451920654759067,-0.18741807064433,-0.1786487293155624,0.1696143465801925,0.5801767135750108,-0.0935521440031786,-0.0514978216745656,0.2344619579869855,-1
-0.4169104030842233,-0.6644264168131427,0.0767041346635066,-0.4975749024680181,-0.4381384308623902,-0.2736174165548285,-0.1888100091817734,0.1609068079214145,0.5431387036988565,-0.1031766626907109,-0.0470643899340534,0.2402193244038856,-1
-0.4317992635619195,-0.6855502116903938,0.116903308422568,-0.4134803839259554,-0.3748481879806542,-0.1841192606202442,-0.1800806680731304,0.1955954438828466,0.5615253990463129,-0.0762689132083436,-0.0412533373002028,0.2368662818192751,0
-0.3800956677057838,-0.659468769693742,0.0232896604047541,-0.592154340408948,-0.3845220592176612,-0.3535279027019268,-0.1182708793610412,0.1212850015014821,0.5779118301065344,-0.0911539984694824,-0.0564900749176638,0.2296283097672677,-1
-0.3883119622943445,-0.6621316390319307,0.021791346280028,-0.6052860860618943,-0.3657392334570737,-0.2864319775043196,-0.0749639862139699,0.142394833717275,0.5774207162788844,-0.1014258170671656,-0.0545388821814475,0.2272837878235512,-1
-0.3926736492106607,-0.6613066834109268,0.1423835300316448,-0.560171315869117,-0.3084444988050588,-0.1340140775408555,0.0046742134216249,0.2059640522094116,0.5724224614402037,-0.0862377662213624,-0.0356539348382122,0.2284586211820579,-1
-0.4165941281507233,-0.6795237547377864,0.0863337777807286,-0.4284661541542934,-0.3504547791351078,-0.1786927485078147,-0.1586817261133359,0.23090324192647,0.5102024949317285,-0.0502349986913845,-0.0332411386771978,0.2359424369741264,0
-0.426154134005714,-0.6916291953438308,0.0955117701048996,-0.3433492544356845,-0.3764264291577576,-0.1481704797668651,-0.2045061617240718,0.2468519266887552,0.5120153992273985,-0.0400144427816949,-0.0475002583916847,0.2280546717610968,0
-0.3983343944640674,-0.681330470483205,0.0543768760127498,-0.2926052007565701,-0.3939220987910023,-0.1660637079105476,-0.1986973826588734,0.2463029847527152,0.5166724146228023,-0.0350368505618733,-0.0497933960497648,0.2249224943840574,0
-0.3944722852123897,-0.6954553174739317,-0.0234948786221129,-0.1740108797094637,-0.4537124154439096,-0.1347610366668384,-0.2827419724697722,0.1920069794916738,0.5180137206729474,-0.0330675924874611,-0.0555359054154927,0.2237548514178028,-1
-0.4199397818517364,-0.7187450301943901,-0.1938950636660174,-0.1662014917896518,-0.4666690393743467,-0.1484812735232651,-0.3608309775856753,0.133785241266343,0.5476070524966027,-0.0420145288714656,-0.0547121506900909,0.234116078282086,-1
-0.4181218638838852,-0.6739169063137534,0.1305816021292842,-0.3275397445866347,-0.4420444469810694,-0.1984151607788586,-0.2067338964906087,0.212265986964733,0.5465337226012175,-0.0912842870081922,-0.0470673210405834,0.2305875350881193,0
-0.4087696731788726,-0.6606032027509765,0.0701813345771613,-0.5080371938812788,-0.4455582435929589,-0.2690629217883556,-0.1772144061073569,0.1531787371813668,0.5441543368851319,-0.1030334590583637,-0.0477679491645928,0.2392776937988119,-1
-0.4400683404206005,-0.6945540628926855,0.1217624598666526,-0.4193910989795311,-0.3610195583202035,-0.1674743970897265,-0.184739464540896,0.1826311411040186,0.5612725181452267,-0.0751580488015435,-0.0400759243973909,0.2363026691075516,0
-0.3862762485321632,-0.6640437844372155,0.0103660891067729,-0.5869379338976037,-0.3838987991814147,-0.3547947127037625,-0.1322584113844971,0.1200378948146694,0.5723243313289229,-0.0917894054507539,-0.054874748238109,0.2301646907206121,-1
-0.4083497584049894,-0.6729390762457884,0.0606942029203015,-0.5813373913631644,-0.352339498323733,-0.2741030405131596,-0.0930599234860648,0.1633476686096182,0.5674238821358399,-0.1030451423533707,-0.0531580775276063,0.225137691195485,-1
-0.396238679822302,-0.6610813331430572,0.1501017369273693,-0.5706208915881733,-0.3067073141372056,-0.1440747162093219,-0.0023339936349726,0.2033257365757175,0.5667932754067282,-0.0873708413569251,-0.0344478139336678,0.2309057575616675,-1
-0.4294169500493504,-0.6852999758740098,0.0912960808138319,-0.4559409901707361,-0.3472955317124111,-0.1740529699610134,-0.16326508921851,0.2202615656934428,0.5245506010149931,-0.0539487614301871,-0.0329456661413477,0.237938178255113,0
-0.4237153207472789,-0.6863964548250666,0.1038398669999272,-0.3715987126783786,-0.3828036835310982,-0.1530707816305444,-0.1926868922353048,0.2319159351308072,0.5255974192041917,-0.0467366206478629,-0.0449155651548235,0.2314971575440955,0
-0.3796492737033098,-0.6703258406852536,0.0841417576298471,-0.2701701797590226,-0.402482605832195,-0.1672121661189154,-0.1828118061836448,0.249317795445213,0.5053791670556302,-0.0339824665695325,-0.0496946618940006,0.2232725753124128,0
-0.3529451899019998,-0.6812479682240479,-0.0318382883529589,-0.1155678615732553,-0.4471938990438464,-0.1367528070589479,-0.2522058072132488,0.1796243811236539,0.4921104821870999,-0.0305034158718934,-0.0521907530200179,0.2200415616813551,-1
-0.4156336737206044,-0.7164528568725435,-0.1730017825376735,-0.1495108176969317,-0.4731355962964919,-0.1365787356195552,-0.3558266643595952,0.1399296807581335,0.5478997403947067,-0.0398092073924898,-0.0553089281604508,0.2322009217293793,-1
-0.425767496201853,-0.6803103988384225,0.1024232813567714,-0.3710057048518163,-0.4364676556365848,-0.1708410188118117,-0.1890566434920561,0.1927122233218349,0.566318060235573,-0.0979800438271647,-0.0485019942689318,0.2300220962905643,0
-0.3949307437860671,-0.6517737999616146,0.0444554184209972,-0.5122821365431843,-0.4604651063602409,-0.2673022943927618,-0.1583429748441196,0.1527336597149318,0.5494411502873398,-0.1052392070135651,-0.0490466430372807,0.2386306141427679,-1
-0.4370235740133187,-0.6927313129391912,0.1144027354846676,-0.4386623034963862,-0.3576176105545022,-0.1586934679288486,-0.1672373914781909,0.1801705484434481,0.5675431264887564,-0.0760670670172808,-0.0414759065863886,0.2357856748108847,0
-0.3923537360116336,-0.6674806044816222,0.0209274398461033,-0.5823134746279394,-0.3790024819474102,-0.3499025177267416,-0.1357668594855541,0.1270980568751088,0.5664629830916014,-0.0928628495002716,-0.0542578785767276,0.2289988727289434,-1
-0.4204046317537552,-0.6793996595058311,0.0622020747091838,-0.5766825328645666,-0.3444654256498157,-0.2508470942263129,-0.0909423180423985,0.176599023742646,0.5666665971773149,-0.107609603188522,-0.0518436171398771,0.2235168890068353,-1
-0.3956193068102046,-0.6616798042456081,0.1466722776585129,-0.5828847628427997,-0.30857649213,-0.1469337189401892,-0.0060656875994551,0.1954415925049852,0.5580382513295646,-0.0859092401507838,-0.0342061995940868,0.2309352597406542,-1
-0.4245978095571249,-0.6777827281565412,0.1055391337231791,-0.4796963490517252,-0.3533141615469147,-0.1748658734805301,-0.1449436608958264,0.2213785619432173,0.5277774586795682,-0.0579582784299219,-0.0330162951952996,0.2391120647515414,0
-0.4128937592001667,-0.6769348588915601,0.0887048646597292,-0.399581074496427,-0.3872154726184666,-0.1720861050119103,-0.1724490456595967,0.2199630020606851,0.5353312248678558,-0.0545796973192961,-0.0439377388638187,0.234143928013323,0
-0.3403518277125527,-0.6508956993458805,0.0814403264998254,-0.2379162612889911,-0.4175211059538919,-0.1684395394346179,-0.1498310469999859,0.2378222197795461,0.4923949562781458,-0.033940760678381,-0.0485422924987124,0.2217834853717382,-1
-0.3776689025755359,-0.6911825976744284,-0.0259223326263893,-0.150914883613136,-0.4393467131250357,-0.1379627482338608,-0.2632703503821063,0.1895903206220786,0.5007859009738242,-0.0346657610344599,-0.0521849543543067,0.2206257303839435,-1
-0.3494429284203625,-0.685562790281083,-0.2271321218971955,-0.0565106601061565,-0.4850294288621254,-0.1807551981386547,-0.3230760158815597,0.1609657250122719,0.4965207013051119,-0.0309952430653188,-0.0538763781752847,0.2270919727708954,-1
-0.4379255821721235,-0.6911751451202004,0.0859712687433623,-0.376462464573124,-0.4142357549560033,-0.1686272739762924,-0.1975339224277168,0.1855543305009259,0.5655168020971763,-0.1002863426880177,-0.0465993964254744,0.2300587234511399,0
-0.4054980756137876,-0.657310571721134,0.0742094956163252,-0.4848578266199045,-0.4524872349120574,-0.2798548072924851,-0.1829836994504637,0.1759954422966634,0.521288275051444,-0.1017916272482535,-0.0451687503470694,0.2369797074557253,-1
