dim_0,dim_1,dim_2,cluster
-0.1734555601260611,0.0204241294351042,0.2578602423683812,0
0.2924681009519728,-0.3324902511412851,-0.115272963474912,0
-0.1929359849958018,0.0403307554888386,0.2085657412095086,0
-0.1427061950022717,-0.0244335065134912,0.1790714642277432,0
0.319750087281308,-0.2898245150623743,-0.0703776941438151,0
-0.352200052205182,0.0119578709629349,-0.2889870043179475,0
-0.1316218594549715,-0.0327984779826045,0.1485583525897127,0
-0.0872697686891227,-0.0055812320581951,0.3903689951863515,0
-0.3339778368643463,0.0061534004740282,-0.2957029688697672,0
-0.3171738988055581,0.0331964980559961,-0.3100075906876624,0
-0.3416807173619928,-0.0635521103103669,-0.182349899165443,0
-0.3581894024832646,-0.0261699150519722,-0.1633378152518809,0
-0.3688803329218927,-0.0193567259418964,-0.1777561852674068,0
-0.340613058717662,-0.0634342402519241,-0.1862927425052286,0
0.2860184295644414,-0.3405433847097197,0.0372000520747468,0
-0.1699959311628259,-0.0828363500353402,0.050211198167963,0
0.2108885605726593,-0.3683979799782041,-0.0745942191173057,0
0.315930580979521,-0.3285346722518877,-0.0432034726403024,0
0.2689813914712581,0.4634817491635362,-0.0815421737623501,1
0.3048284500990109,-0.3056527220407314,0.0193939606988572,0
-0.1931788197552216,0.0401875027813531,0.2059963764636224,0
-0.0464601344949224,-0.0140034406894862,0.4071570949177072,0
0.2798872024922014,-0.3330006238524108,-0.0683780268637991,0
0.2768544696228239,0.4273577335442335,-0.1119819715269249,1
-0.2970767801487003,-0.0787643160816301,-0.2566182605586375,0
-0.294696068743308,-0.0192458079519998,-0.3236838679663114,0
0.2899883466337346,0.4476570746334269,-0.0851582290675099,1
-0.1704174436508699,0.0360629315073778,0.2310176066141502,0
0.2577497661163608,0.430637825306233,-0.1470311367854001,1
0.2647862258216754,0.4730720374270818,-0.0501591694701725,1
-0.3285377619604536,0.0048757833330752,-0.3044418555434399,0
0.296654375451036,-0.3468722285156242,-0.070319171393184,0
-0.2113244399526755,-0.0546738075678963,0.0185591182476903,0
0.2974906695975497,0.4262885416353655,-0.0622071929759293,1
-0.1976724575045745,0.0386584065753948,0.2790082157889483,0
-0.1682287140016947,0.0479577211402619,0.1874579297982085,0
0.1922253858508961,-0.3498406394028412,0.0008375232467752,0
-0.1621343423896177,0.0142993354222293,0.2524788026800968,0
0.2937977212531686,0.4256968441428224,-0.0724759773893275,1
0.3203056387090129,-0.3288778939850106,-0.0637603802583595,0
0.2731776410903146,-0.3544112485327905,-0.0862393709851387,0
0.4014316284834187,-0.248472318364222,-0.0762246852897608,0
-0.1279868871812244,0.0451338393159843,0.1059536228598422,0
-0.1329519832804088,0.0368752886422541,0.107674026846114,0
-0.3254149484364331,-0.0102328113093437,-0.2919308264988777,0
0.27399043649362,-0.3341949365750611,-0.0718300737042615,0
0.3953030310942551,-0.21009008083815,-0.181446309929788,0
-0.1028158089910532,0.0150465746895227,0.3894329980821379,0
-0.0845077197229083,-0.0134344970462181,0.4356948473623665,0
0.2559529458934763,0.4461046091533477,-0.1242474497677241,1
0.3058404924498945,-0.32560767899219,-0.0776010588148501,0
-0.0408099336480239,0.0728328135599252,0.1393243600565006,0
-0.2613052525328702,-0.0568219893820188,-0.3307256452598314,0
-0.1235202578287905,-0.0166356523623054,0.3857737265642807,0
-0.2023200798243439,0.0295245620878845,0.2246524271571685,0
-0.0567216087604409,0.0156336027069523,0.3775129070716859,0
-0.1377790464081008,0.0499043480992233,0.1608774977818225,0
-0.1630762463992236,0.0139584327421537,0.2527591777801373,0
