0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,class
0.19193851725135957,0.44004728734177234,0.20179403926614958,0.8728294136657732,0.38871261847653493,0.35017099379230465,0.16328966024267122,0.24425829230159923,0.9748925911408124,0.19364280873867767,0.6400466555344113,0.8452836407874452,0.5603010385934348,0.8817262585383417,0.8445958557521264,0.4814971288528551,0.6142011227293268,0.4407293382217574,0.889499789519283,0
0.4072126976797297,0.4579161435061875,0.1893201672510325,0.7424252089161301,0.5560111315292214,0.7565650288963434,0.6757950983185608,0.07516897668794986,0.048659842093835226,0.8778746607715793,0.22246327353251838,0.8545359306008763,0.4522647553661012,0.5879239984672983,0.3604774049670564,0.06358466237421634,0.8311379197551138,0.9189038737476006,0.5380666929348396,0
0.6883847078124635,0.016701917185931392,0.0952654291596442,0.9985328329418084,0.6800197508256017,0.8801296386090551,0.934578301774036,0.17378375921664868,0.34492567090866866,0.6876252454731729,0.4019701739268353,0.7950537264617686,0.7550583201986861,0.4171517176668873,0.6882248480035729,0.5950318437579514,0.8096702532475322,0.2585022139603498,0.7568534821122315,0
0.7304537244205012,0.6766839331045567,0.7774575162781946,0.9257196503994338,0.12630767987156055,0.584131777581328,0.6295022685634926,0.6086544177863097,0.23387540855399824,0.82080139182733,0.6128150506741202,0.24017062639880926,0.3904525963654135,0.25806954863515985,0.7476393697512578,0.937462250316496,0.5823657854034378,0.9802632982371103,0.29901675565093433,0
0.7719550505115356,0.8319516056701166,0.7447424630251253,0.24470892290638535,0.010570043358868242,0.5087985773008148,0.07954806075617415,0.8093302102172839,0.7223141225810454,0.8049990894145455,0.09839608687642243,0.9567342083437896,0.6549716233228301,0.6138234250984276,0.7196850025328261,0.6248861523366394,0.44937961419083905,0.9031766490561172,0.5265332714394964,1
0.25891122856077353,0.9610809760268957,0.7595384640276368,0.5177028712859897,0.9280929274904384,0.8300934784957176,0.7917271941677626,0.8670747799248844,0.05211451638850395,0.04350420444014491,0.1670204618000194,0.910967032967574,0.781339896520792,0.7219419259331792,0.8185989340076717,0.8062231575684052,0.5137032027952312,0.4998450286305349,0.09704574471642735,1
0.018992769946295063,0.714528763114961,0.28008474011554874,0.574060785143996,0.8094804600532011,0.11361265420389799,0.14591287058698155,0.367924813699087,0.5466273717661125,0.44133387861377416,0.08419489541689928,0.26317688822693763,0.82611283962906,0.7902184571578252,0.7151905469026772,0.5613016822889281,0.21894262530977482,0.4058046473048964,0.742995578304879,1
0.6265709629939343,0.5426974173794729,0.3066042262534705,0.9187054922524187,0.8258037925442427,0.6515373274313393,0.9495625275916283,0.7167272285166302,0.08724122260819289,0.5167705119716189,0.1179192102918476,0.2970505260609968,0.86720638235705,0.5700584031010295,0.6248218004927572,0.913002556115751,0.2995364985841862,0.47538595223566615,0.5801316300788457,0
0.6755995442421174,0.30803431142817184,0.9963201211100613,0.4145280758941676,0.22269961854845133,0.7260436812255623,0.7132175275446773,0.8871682605075937,0.7837881010815807,0.8751708133655459,0.6951301681266933,0.4925568676894435,0.8247631453452183,0.93492660867002,0.4870071847586418,0.24265107076723003,0.40697511700932165,0.11239982332702847,0.967885104247659,1
0.9299086056229628,0.3401332742236609,0.7145374265941978,0.23953316772723243,0.8080409064688042,0.8824067188541173,0.5024013309822398,0.060711746708794534,0.5619333200563756,0.040477380272021635,0.7936566574738484,0.7989902742455738,0.09206539895108379,0.34895219965838953,0.8010173816802326,0.21610312863981218,0.2641596120477543,0.9717719741057591,0.653442868921746,1
