dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,cluster
0.3631285714818486,0.6644415052086051,-0.1050346957864898,0.5829011549775704,0.3950384253769655,-0.4701891930158605,-0.1306503809004054,0.5457049094094513,-0.0623346650404433,-0.0699418121484217,-0.1700047370205671,5
0.3817591163921703,0.6712510631325722,-0.1030749945593289,0.5631875469987015,0.3835070289786918,-0.4555571342560793,-0.1381926689788769,0.5303308950875103,-0.0743711464260279,-0.0805656242459179,-0.1606364474235806,5
0.3898237577659584,0.6743046203892452,-0.1973033263099737,0.5152541351936628,0.332922937285973,-0.3348700552418874,-0.1774563646212009,0.4986372106644228,-0.0996423979862722,-0.0894860134994148,-0.1228276991227004,5
0.4214489003514154,0.6939783153026254,-0.1595049192563794,0.4450955399388966,0.3808711837251693,-0.3899272326474738,-0.0462432890501112,0.4854995599568381,-0.0831077197517709,-0.0780890256548288,-0.1384660017082713,5
0.3960987299166416,0.6990057417350469,-0.0963263955649267,0.2901501959954948,0.4046566312206242,-0.3930280915923651,0.0075085205216637,0.4575473237392926,-0.0674054356093831,-0.0894488145500007,-0.1466200300124598,5
0.3835285181867858,0.6892067295573941,-0.0887079604528606,0.2674815908707968,0.4182789986604905,-0.405840024311902,-0.0031270564886544,0.4698028564634474,-0.0715448772263747,-0.090031954018759,-0.1483840206231763,5
0.4048893149272211,0.7101260295923842,-0.0765453804733612,0.1803023639612989,0.474521149016577,-0.3735275402060836,0.0956678289896268,0.4935232572196387,-0.064016983666381,-0.0843763834482703,-0.1777962386552252,5
0.4085561578626375,0.7262284407629721,0.1280244637357258,0.1796532235716674,0.4908449174588076,-0.3830634242691446,0.1588881952605039,0.5362348911595254,-0.0574886716295361,-0.0595141287854439,-0.2193172405935075,5
0.3935404296137993,0.6755864941665771,-0.1531767671941031,0.3410160415062259,0.4722471472593208,-0.3969308904025848,-0.024993091609992,0.5317830823553444,-0.0838880003306609,-0.0753453094992043,-0.1774632594860097,5
0.4089656361474003,0.6753214656336363,-0.148894978972218,0.476953794096503,0.4539782885892654,-0.4539128629799621,-0.0439494060371599,0.5050174063692127,-0.0760524790085134,-0.0635258703051234,-0.1766092525848611,5
0.4244213903999558,0.696132150861808,-0.1738708244433468,0.3859787769617092,0.4010753878946929,-0.4035457971199422,-0.0232892475041877,0.5121701295967447,-0.0857117301950647,-0.0752687243372613,-0.1593481941637171,5
0.3719555409758251,0.6688675606967674,-0.1101295974000178,0.5777946785141209,0.3927596812964765,-0.4751946684612602,-0.1258617595055223,0.5459787353484877,-0.0642761248169023,-0.0729760388713862,-0.1697711959658537,5
0.3811123872212285,0.671858506179421,-0.1058686804964975,0.5878571354558539,0.381427437635703,-0.4272759286104773,-0.1505784134116867,0.531006463172432,-0.0761659131218981,-0.0789737915217428,-0.1601359134260602,5
0.3869223703126508,0.6708887116110632,-0.2064008000985554,0.5241188247754347,0.3386227902975525,-0.3287250836005121,-0.1846323123661608,0.5021236008658823,-0.1004457763234819,-0.0897487485153651,-0.1217696084449393,5
0.409852796267757,0.690817296261253,-0.151225881852016,0.4002263969736672,0.3769816497324226,-0.4016943814371889,-0.0417435512491755,0.4650309718782059,-0.0802682678172719,-0.0775338565637211,-0.1376869225190333,5
0.4192418524493233,0.70282749549658,-0.1513734929089539,0.312838582902439,0.4052510782196244,-0.3978738031546407,0.0117141057041635,0.4636410952029101,-0.0739106052408581,-0.0903553385270076,-0.1429468580852512,5
0.3915960273431821,0.6922960356836051,-0.1092776289832143,0.2658406769572398,0.4182112397741811,-0.4083604957014002,0.0043977438972661,0.4705700212418328,-0.0716293593962875,-0.0923646379698033,-0.1465917292558229,5
0.3872623285028496,0.7062101931757959,-0.0252368857512386,0.1599535249910124,0.4770632997752392,-0.3772549817764046,0.0972373411706817,0.4907474195361004,-0.0603152785235907,-0.0795225082790286,-0.1831494497671109,5
