dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,cluster
1.584299109588322,0.2427111591646668,-0.79086280259093,1.5317823088619842,-0.4260004075670548,-0.1750346626619524,0.406756202065611,0.1192652581576558,-0.6147981901192263,-0.7434524580319435,-0.6377189991884857,0.2362847465858445,0
-1.270219173034045,-1.728906591531476,0.5581826334917367,0.1098601246173311,-0.0867162917585204,-0.3031061781663076,-0.4534743938682378,-0.7491749482310017,0.0159301690179188,0.095929611831068,-0.4099469792283567,0.324597000175004,0
1.4632053515570111,0.5592690248742835,-0.4139782314214913,1.7001946125898917,-0.2274341503118142,-0.9031509324680368,-0.5102266111726865,0.2042429822593881,-0.1820727149581646,-0.7143599343437211,-0.4304151053382234,0.3768420361510641,0
1.201039642828016,-0.1804629493979445,-0.4015078449143069,1.2394272477701231,-0.3757025348002523,-1.0849646003966482,0.1228713375518462,0.0335265333175975,0.548778633185229,-0.7826398373147784,0.5145056161468474,0.5773969010704425,0
-1.3797661711665028,-1.448083230629168,0.0652300146510197,0.3609224473167124,-0.5053736567233097,-0.3693104098149613,-0.4958747375910637,0.5234643154080136,0.3136131516115514,-0.0261593102109085,0.6235403182403165,-0.111014980877135,0
1.1638159048388117,0.5951062523175141,1.662703113084736,-0.540333111396013,-0.7939073314315037,0.3637053744733508,-0.2145473780258266,-0.1976004823343412,-0.2210450097647525,0.67466979289423,-0.7029385533265387,-0.4012185840526593,0
1.1339510215548314,-0.3056064119911569,-0.4257484047708473,-0.1037759487520038,-0.004387835952096,-0.1685060765847415,0.4398543775789827,0.5932182614464881,1.3932285299498413,-1.1954968188208617,0.0288414006637907,0.1715380106436047,0
0.9967510352676286,-0.2567593161605214,-1.724931018804063,-1.6094036521668185,0.6043422003042839,-0.3885353536600117,-0.1217377750725173,0.0556090051515814,-0.6756581415805157,-0.470012726069024,0.2650279986911289,0.2877177553471309,0
1.0080497841364753,0.518165969025836,1.6743488920993803,-0.6513375310062746,-0.8797131224352984,0.0788080500038357,-0.2271203820243577,-0.0172153804304842,-0.6094465408604872,-0.7222467981023278,-0.8790298507707801,0.0087673748037144,0
0.8245954077744715,0.7292573360631961,1.722034122433671,-0.6017834992262022,0.6894181963795591,-0.1999624193426484,-0.3782230550181432,-0.0954423547322577,-0.3626169346268394,0.8416283718774303,0.0208328371950453,-0.1442487964976527,0
1.260714651051354,-0.0698073181597867,1.0028184446401842,-0.544628386446372,0.3962646079625204,-0.1819692890928831,0.7527709076922556,-0.7849004806475577,0.2899430213626873,-0.7534884249439582,-0.150168845239344,0.3408116129763563,0
1.2963734012307555,0.2420012453743053,0.8827840519478766,-0.394893389954178,-0.9757774198517628,0.0659076189180233,0.6090892855611182,-0.5722467016008536,0.6617778749834429,0.6191426156611437,0.2662967338039577,0.1009619505513664,0
1.420556553156052,0.3065518157493824,0.987670938758216,-0.6548305429662661,0.4689905301876571,-0.1085679618869118,0.3280546405454767,-0.5707170651224774,0.2268859508476694,0.5884430759648575,-0.8738303606129116,-0.6050978829470482,0
1.249101286478183,-0.0688755953268562,1.0195773762907268,-0.442004329840612,0.4601135043829362,0.0111616024405167,0.6695532603398278,-1.029182310757135,0.2662600928731587,-0.7240606815567783,0.0351974674754075,0.1870253450253336,0
-0.876749640697762,-1.8513786453375072,-0.6219009410246171,0.3004616256161771,-0.6997133036106536,0.0642429732072916,0.3151679542189467,0.2075851568699988,0.1912279615091234,-0.1215052328246285,0.2443119840458186,-0.6260505253646262,0
1.1741463453502934,-0.5818648475839725,0.1967131191591211,0.3818039132439008,0.4969567496118192,-0.1864204961414498,1.353862060834118,-0.6380646499594321,0.3145348585330709,0.6974146657226284,0.056179992384493,-0.1580560086337342,0
-0.5534196451197498,-1.9532630779374391,0.4132054860301373,-0.247171925907327,0.4670550489386398,-0.0146383229727326,0.6840984356319605,0.2812293839197918,-0.0146386369595622,-0.1422805617312269,-0.1876306788718508,-0.5216846393846616,0
-1.2735719569242183,-1.7814845337708247,-0.0924956961752947,-0.0424933971702133,0.539656015065424,-0.1230635827671083,0.5258417410652035,-0.3791080294798803,-0.5123603405048623,0.0298046072737865,-0.609190814952578,-0.3881639137148968,0
-1.9060440872914064,2.048975668426667,-0.255990680011246,-0.5296579885356304,0.542011419199207,0.1830040633476552,0.3321782930765639,-0.0950057463683939,0.1789656272774142,-0.1426707601984525,-0.2995857913712041,-0.7412049991875092,1
-1.0968902503933404,-1.560926298329679,-0.6057661307943359,0.4286626259745343,-0.741337770796511,-0.1460583431782458,0.4979262732737934,-0.5448060550595795,-0.376857154387981,0.10894514440348,0.0885850441236646,-0.5930650825326069,0
1.4587128413183226,0.5575129918620586,-0.3919303720699494,1.8119449919278072,-0.1619114704738096,-0.6671612324964024,-0.5113726465713065,0.0935178942982237,0.1079861574055816,0.6618174007572964,-0.4469453436539142,0.1438943671113159,0
0.7577085512793948,-0.4930285609729152,-2.0187943373271087,-1.7190655105380004,0.7202587293176062,-0.4202668537793152,-0.1787268214536561,0.7560189645087443,-0.2677975885538391,0.8001036451247682,0.2937054095255433,-0.1435639150118334,0
-1.0739789835450964,-1.7500091297586848,0.1997811081628435,-0.2840688335873227,0.4723414485087496,-0.100548798961982,0.5715477944681536,0.1929779079408198,0.0656094301692507,-0.1300902973246464,-0.1366623107262979,-0.820215688435965,0
-1.9600454620809984,1.6904019542449964,0.0859374961564149,-0.3056255758348312,0.4174853172909865,0.0153219144463666,0.845337892585126,-0.1337033251497292,0.7887942616786486,-0.1821416469264189,-0.0443446880563417,0.0901021906224668,1
