dim_0,dim_1,dim_2,cluster
0.4919846622399551,-0.2768179527836312,-0.3036619431991416,7
0.5230941816676976,-0.2833842466107933,-0.2967440622470972,7
0.5017914315349827,-0.2689043938450903,-0.3308049958417874,7
0.5257826788975788,-0.2669585688099191,-0.3002027735723194,7
0.5391971640677414,-0.2939574475864308,-0.2368785276053494,7
0.5161238998417554,-0.2864946271228545,-0.229572343716803,7
0.560660267431712,-0.3030025430203841,-0.2136419376548846,7
0.5835003024397816,-0.3197244160589432,-0.069803108713196,7
0.5265764489465695,-0.2781449981712213,-0.2984205540920592,7
0.5477699821152303,-0.2775847298416682,-0.3220702638472176,7
0.5368331328991606,-0.2704615565936573,-0.3091662916060262,7
0.5030884966657475,-0.2782150427162478,-0.3071193115387172,7
0.5260975385074871,-0.2859007850969214,-0.3009068171768105,7
0.4967330216391666,-0.2669389827704802,-0.3381264201839224,7
0.5185733015744209,-0.2697664432702021,-0.2880116008416847,7
0.550634276036403,-0.2847029269845475,-0.2790219256370243,7
0.5223242333929499,-0.2852045237822663,-0.243750209310467,7
0.5451866846506332,-0.3060821989826993,-0.1742903585888597,7
0.5872452123602567,-0.3205165797914681,-0.0652797478723092,7
0.538772929545595,-0.2757061876614531,-0.3089783312691482,7
0.5420285874614671,-0.2788224500695268,-0.3202944028742547,7
0.5465279818183303,-0.2734507750377994,-0.3112556500290514,7
0.5104320943608249,-0.279710429482772,-0.2984624191929469,7
0.5448121523512666,-0.2857297766938636,-0.3186056474574434,7
0.4995552436753367,-0.2657994272859258,-0.3464397930837089,7
0.5271267182813781,-0.2677205569571351,-0.2966979955934314,7
0.5392905200032486,-0.2782262980358284,-0.2905429495082559,7
0.5036274600589905,-0.2837855220458203,-0.2577734793430358,7
0.51059925130819,-0.3115944675882569,-0.1539309779115975,7
0.5803376712806407,-0.3188334026997513,-0.0748295255193047,7
0.5545370900584765,-0.2812951127999177,-0.2982391842993875,7
0.5319069706121102,-0.279862577107036,-0.3052026423497486,7
0.547234856027802,-0.2752350466636632,-0.3096454719598548,7
0.5176111007286534,-0.280583045742468,-0.3034728405469539,7
0.5603987266568734,-0.2879980346820323,-0.3157724880711798,7
0.5023954670535157,-0.2679932503358777,-0.3482847610813009,7
0.5213230689556073,-0.2648871617067591,-0.3107960620514696,7
0.5264254687816278,-0.2751387804155945,-0.2883761124928722,7
0.4694581123942878,-0.2853319719187227,-0.2490553021593048,7
0.5315135483215966,-0.3090853022741658,-0.1653825166035755,7
0.5274764410709829,-0.3260586671074715,-0.0209026075561341,1
0.5696667665688713,-0.285120041116087,-0.287139175305907,7
0.5376259195613657,-0.2775311173606918,-0.3186630405396499,7
0.5490957527982657,-0.2770188771127309,-0.3146837991414176,7
0.5203788909412443,-0.2791522730707585,-0.3202340923337853,7
0.5551469978719791,-0.2871244317740705,-0.319332021485482,7
0.496755949603577,-0.2682799396931696,-0.3344334624860205,7
0.515544666053913,-0.2644716682574344,-0.3157830654815611,7
0.5023145448455545,-0.273605851606546,-0.2774318503660168,7
0.4539390053199833,-0.2837579485649668,-0.2543186318141597,7
0.546670116580993,-0.3038204046270971,-0.1951395048981893,7
0.562275085175637,-0.3124836260381146,-0.1105373015991609,7
0.5697570834393983,-0.28870739240688,-0.2716806799945258,7
0.5444900190306324,-0.2736818141844176,-0.3452685559279664,7
0.5567698803910249,-0.2791783485701232,-0.299062679467286,7
0.5188141933743013,-0.2776561029694347,-0.3306503911623542,7
0.5349255097087354,-0.2830086959978852,-0.3243334946791191,7
0.5002797013428253,-0.2707729563913147,-0.3291229077618383,7
0.5127088821640123,-0.2683833905126491,-0.2990099615947834,7
0.4869333009213766,-0.2688057436555651,-0.2861693723287396,7
0.4776361427715073,-0.2797250291543809,-0.2582470380916351,7
0.5373897919534597,-0.2944995586516643,-0.2349704252703471,7
0.5555947431356186,-0.3116836500417574,-0.1279584228851271,7
0.558322869760873,-0.2912088502959064,-0.2846721064411849,7
0.5324882844191303,-0.2683524630554736,-0.3578563990873992,7
0.5526122820153884,-0.2766179386292275,-0.300593106306906,7
0.4178475257189653,-0.2970038904549583,-0.1407163905759297,7
0.6150045781034006,-0.3215901855125638,-0.1006154639645026,7
0.4915634651915759,-0.2935113515399364,-0.1216640718718848,7
0.4634839789574118,-0.2831893458711832,-0.1166685061714714,7
0.5100154212985051,-0.3073160716027606,0.0188969576778393,1
0.4939808141475882,-0.3198535451398826,0.1205915836246484,1
0.4636068159138012,-0.2977473342196257,-0.0499959003858439,7
0.4407995077726692,-0.3276220770825621,0.0711726707443347,1
0.4883031428821736,-0.3305850372123471,0.1347137586995487,1
0.473925074583859,-0.3206815123860439,0.0588683130754761,1
0.4642032657444443,-0.2991095331257714,-0.0204591660349608,1
0.414101991015126,-0.3048696181274065,-0.1060417340228545,7
0.592530680524161,-0.3118431392341697,-0.1459448813378373,7
0.5036800652058672,-0.2946027554132261,-0.1300089982806397,7
0.4704941289114904,-0.2852797327107985,-0.1015242071266413,7
0.5069915480246229,-0.3003653496744338,-0.0337702266843088,1
0.4830994545840373,-0.3188435859219438,0.1018968318319023,1
0.5043725812420523,-0.2996172033559232,0.0200317861264011,1
0.4442183369554345,-0.3242731170901041,0.014592301218844,1
0.4596946497258476,-0.3228998410625109,0.0974025808668372,1
0.4886962739010297,-0.3106814442735956,0.0327670533689171,1
0.4575742352872141,-0.3083134434576661,-0.0150707718283041,1
0.3964522056808687,-0.3029814022177877,-0.0819691997972251,7
0.5797805036445631,-0.3060428081427732,-0.1678647171700734,7
0.4930732851568852,-0.2897284333319024,-0.1373838643475064,7
0.4743504484696331,-0.2840343979662946,-0.1080004030466468,7
0.498771377421549,-0.2968824622922246,-0.050759572715322,7
0.4815998633520066,-0.3198977130140035,0.1123316203349567,1
0.5195929153275722,-0.3013425400066757,0.0118087320366598,1
0.4489209947224916,-0.3229731903309826,-0.0411144785468385,7
0.4458800279615476,-0.3229822049804807,0.1102510522718123,1
0.4856964359878642,-0.3096418233436472,0.0327004865718544,1
0.4511692196434633,-0.2982023639149022,-0.0799791057925,7
0.3681156092779082,-0.3031417190296007,-0.0383127756444742,7
0.5759154133842403,-0.3062077673584616,-0.1604402510384359,7
0.4969322048288278,-0.2904934618077788,-0.1274701770810391,7
0.4676426267302335,-0.2802082544287546,-0.1181157179417608,7
0.4915062271662839,-0.2897392786584403,-0.0889688580985432,7
0.5014412782718894,-0.3188890290438264,0.1118862537243543,1
0.5186123044137982,-0.309995723698129,0.058330863733441,1
0.4401195657011156,-0.3280460469919836,0.0111372880466587,1
0.4637082256161789,-0.3235169251711526,0.1020520495491121,1
0.4672913709555559,-0.312446297668185,0.0521822413252386,1
0.4784907091845515,-0.2831287967802254,-0.1141076480707607,7
0.3517740888363068,-0.3006773634933182,-0.0053215056233489,1
0.5685573712532492,-0.3033715353408877,-0.1708589103291964,7
0.5006840749814386,-0.2931610257113156,-0.1266111506049395,7
0.4573411898157031,-0.2785043514400457,-0.1177365948763197,7
0.4757312357005741,-0.274508623792716,-0.1600740813965083,7
0.5126080646380058,-0.3171739002541691,0.0953133149848341,1
0.5138866929826822,-0.3125984482492611,0.0871649164740588,1
0.4351208054217717,-0.3335230954403225,0.0832774993158248,1
0.4793893420266857,-0.3196602146955897,0.030947593866839,1
0.4346396737678331,-0.311854885369498,0.0375489946647565,1
0.4740100738909001,-0.2858593730966778,-0.0774128704014547,7
0.3487194435720477,-0.2954220726109169,-0.0535349038194456,7
0.5621256687082032,-0.3028883810893397,-0.1744289183003129,7
0.5196255834473651,-0.300187579154508,-0.1059629749698402,7
0.4525267522226089,-0.2768117598205007,-0.1250874085439974,7
0.4530339262037156,-0.2735300020383711,-0.1708941090995154,7
0.507841271792465,-0.3077963289136404,0.0404779910029827,1
0.5033007784385282,-0.3045550294279704,0.0104670111138496,1
0.4425331759173094,-0.3339705559540951,0.0898722753675356,1
0.4741474261500485,-0.3032289073951096,-0.0703847353558389,7
0.4060313930905704,-0.3031288576810621,-0.037487977719171,7
0.4655060527031783,-0.2869037374643418,-0.0701746051058183,7
0.5956840425565457,-0.284576679691498,-0.2889790819686356,7
0.6524913689312322,-0.3134911700868056,-0.1589246636625202,7
0.6148715817474599,-0.3178967643462664,-0.0669183567876491,7
0.6057830996910352,-0.3301955127609055,0.0060123635536154,1
0.6160941405057416,-0.3530845623615316,0.1814713331743165,1
0.6050554197920505,-0.3472879028132233,0.1321780513726413,1
