dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,cluster
-0.3050338274651459,-0.280517817750089,0.2912304397234219,0.5573689441291194,-0.0889395476283328,-0.0037976109021581,0.0324431296330117,-0.0564260051358368,0.0020261571014552,0.0405187003961948,-0.0208719517028032,0.00685220429569,1
-0.3318341986126202,-0.3033297619452544,0.3161014728595833,0.5931322687676178,-0.0947021314429364,-0.0045600213320764,0.0341931526253641,-0.0629215233663079,0.0024772884146225,0.0442303686146872,-0.0230093334188159,0.0079098836806948,1
-0.3104972785138889,-0.2848314883942848,0.2920503950254704,0.5314879123778188,-0.0824109670908573,-0.0055351729920709,0.0287687196834967,-0.0559175039743437,0.003062120889216,0.0377873633685774,-0.0239699622718909,0.006088030007283,1
-0.356720622426875,-0.3223122543221216,0.335895518839652,0.6137452680412041,-0.0966205235020604,-0.0052440203910631,0.0341499908266425,-0.0675764806185393,0.0043167042842569,0.0424155795585366,-0.021258907745819,0.0066045502065749,1
-0.3323234133525494,-0.3046180580285432,0.3071356091240926,0.5493972290029827,-0.0879032178304682,-0.0040997863380076,0.0317514008597251,-0.0725385387275513,0.0040877237563305,0.036119816773214,-0.0193874159521211,0.00724733400739,1
-0.3408204908040461,-0.3124443110847637,0.3149847448745939,0.5657064110937174,-0.0906360667143603,-0.0040902637865317,0.0330051766475512,-0.0799959813662052,0.0040425428853882,0.0375124816148716,-0.0207719755254361,0.007713227654983,1
-0.3259377185441983,-0.2987926541964718,0.3013423823800419,0.5377109084406885,-0.0847987700464383,-0.0047495905868969,0.0341152644039105,-0.0685210265088271,0.0038760354992637,0.0346295081180126,-0.0202484713040714,0.0083210228825384,1
-0.2831996276991931,-0.2628379954620002,0.2643365014358939,0.4575443361125806,-0.0723683431347321,-0.0044168287792918,0.0311554457449998,-0.0440028328798853,0.0033181848306363,0.0371285713544521,-0.0202810438183562,0.0115103798121785,1
-0.3520427310020186,-0.3191096135025089,0.3312858621982585,0.6153608970274463,-0.0965102143261625,-0.0056345941212854,0.0378808500620383,-0.0736043732891728,0.0030379596213915,0.0426594355017762,-0.0247783718952498,0.006944530616285,1
-0.3353960745584773,-0.3028595818369394,0.319134135885364,0.6007335734642527,-0.0961117310752089,-0.0047574880143007,0.0363563182727772,-0.0633316805543824,0.002827257582319,0.0415847621823366,-0.020435959982049,0.0063077658452354,1
-0.3745799545179488,-0.3366273245020773,0.3512060473451296,0.6454598093371401,-0.102400131042133,-0.0059732457050387,0.0384603905290612,-0.0756641699946274,0.0041712521995305,0.046776792948063,-0.0227317037408257,0.0068768996774258,1
-0.3078114019186402,-0.2824732571963759,0.2939200953735906,0.561068139561959,-0.0896856902348456,-0.0040112713206558,0.0329107237794358,-0.057854817902589,0.002145467192535,0.0411997899857471,-0.0209040307588166,0.0071997124044878,1
-0.3252227676687456,-0.2979589977131181,0.3103794657130486,0.5812194328769881,-0.0919495238192357,-0.0046825675770289,0.0330792117823935,-0.0566145744824658,0.002301858612894,0.0429873610730675,-0.0234678727569753,0.0075473691335512,1
-0.3010927546957917,-0.2768627869495318,0.2840348670994191,0.5187308986136996,-0.0800226390082019,-0.0054773732554675,0.0280138091735174,-0.0532278236575041,0.0029068677970029,0.0362720958093957,-0.023829797027726,0.0059431139477975,1
-0.3513579727416106,-0.31783919403271,0.3273471060914721,0.5952162806513421,-0.095151384305018,-0.0046848582272161,0.0332268447732476,-0.0725622730902792,0.0042826216553026,0.0408312164428212,-0.0198095132815687,0.0061104199612035,1
