0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,cluster
0.8376040424394118,0.5975490958776051,0.4433605629461666,0.1709511419929767,0.5460802364610432,0.3316462112397786,0.9931526447292504,0.4090806056736649,0.8552252715730962,0.4354194346820459,0.1193735417934964,0.669040404029676,0.6279463473931847,0.4749092168374524,0.6606935592737609,0.5570482039494437,0.4822216951168137,0.6078058610532289,0.1823871251109368,0.2096209537336253,3
0.5435599674210012,0.177574448878609,0.3338280800834602,0.4532295860125244,0.8884312914796962,0.9244618864592176,0.2779645128329108,0.2614615194186993,0.6284541918421154,0.1040973186379802,0.5501635644895193,0.2127693355961369,0.176881777485606,0.905528578958966,0.8187542773273652,0.7001392690237792,0.3242851020578298,0.1863414394472972,0.8068368746159692,0.7863350779310152,0
0.7908171047337171,0.4634673907985364,0.4821022378026385,0.1541204184781519,0.5141230813841996,0.3063704130449533,0.7377322387403481,0.3595300690206326,0.9052860503170286,0.497778774165918,0.2141014585426756,0.639556527053818,0.7723144018319649,0.4610184170824535,0.7289360527975987,0.429383525358207,0.534606444332834,0.6034526094151564,0.1397887841233171,0.2810333366929856,3
0.1342308302014111,0.545411047893814,0.1387364124653563,0.911176040028173,0.4446756243237527,0.7627127944505853,0.3502823455634147,0.2359508605171241,0.5600048131940387,0.263173239259637,0.8671460428780651,0.6465082512341613,0.8640445585711803,0.7576296094594923,0.4207263206601835,0.9036632110628378,0.1622050057968195,0.3629399889636628,0.2756677722614762,0.5332548225137828,1
0.1841237968234579,0.5175583098595992,0.1346052097921621,0.9076805857334423,0.2012094439430821,0.6761528630187267,0.4196986211085716,0.0835217599751673,0.5072126489524887,0.1574473862998882,0.8710714512952823,0.7322298947511731,0.9040431386404032,0.8381761640047493,0.4722893588660068,0.7740706997876597,0.043454873617871,0.2444501929466225,0.1667426695087972,0.5792160104261203,1
0.7753278108317465,0.656611160235065,0.3789956851696027,0.1190758856203273,0.5422148138095092,0.3058915027566557,0.8822250076371514,0.3569048617004172,0.8437624915742653,0.4815643946761001,0.1582741905633549,0.6014235751840827,0.6666259191998865,0.4538619537436526,0.7364055141939362,0.4057556888518534,0.5459125043828786,0.691224626012019,0.1774300999383216,0.4141779828077382,3
0.2480976179471798,0.8674914152426952,0.7980590664105874,0.6596959068341242,0.1360750867613484,0.1644077062874248,0.1271798449795163,0.7732925622992268,0.5721994784575569,0.6312039269603302,0.067697697745594,0.9000678277621749,0.8111339611791536,0.1072207532852499,0.1243760765182588,0.0739112865246081,0.3395200091971456,0.810767402842286,0.7357423834897948,0.4383834490941013,2
0.3229115800354951,0.8200565529592421,0.8208473814421704,0.696560825169611,0.2173287926092666,0.1478910696998145,0.1800907956150019,0.8478704704073897,0.5702157773483787,0.6563421332942888,0.1517098080620612,0.8951659077836686,0.7827988697671142,0.1724943655497546,0.0,0.1791548097918791,0.3210846344342257,0.6817627179563351,0.632893832832671,0.6568359419627882,2
0.3746224243500929,0.2849050736410916,0.8345134747806421,0.4665889849640536,0.3227008247602135,0.6056286454296077,0.2944378932882647,0.6048998864965219,0.0858540302749345,0.9106997765581836,0.6770157226752089,0.1370472394000473,0.1556048711784889,0.7416411209742819,0.5278383978947938,0.7609932128630957,0.8083800836337531,0.1317269353216065,0.5460536749212082,0.2909049584442963,0
0.4320761756852013,0.2862985468111309,0.8585362125757723,0.4072343047806505,0.5946560840766256,0.5490556345943325,0.2863045871753384,0.6516462806377928,0.14728445835859,0.8414635510146925,0.718474933701706,0.2099746861395335,0.0857665176425376,0.6679990835428685,0.5542937890989973,0.6183348475221078,0.8673058555747527,0.0590625799785083,0.5124493964672076,0.2913150386578818,0
0.364797523151758,0.8937922139700206,0.7838695958849903,0.6753815716199827,0.1619458503233334,0.198563859112079,0.1590758431108037,0.7513948124581569,0.6142544621435296,0.6600146811148961,0.1067932500744882,0.8803242940255871,0.8394463574215575,0.1714066096790733,0.1647691287824254,0.1263682572078082,0.3080818906771901,0.8821113789793196,0.6474632038452245,0.6615408148481516,2
