dim_0,dim_1,dim_2,cluster
1.584299109588323,-0.2427111591646644,-0.7908628025909291,0
-1.2702191730340453,1.7289065915314727,0.5581826334917419,0
1.4632053515570114,-0.5592690248742829,-0.4139782314214916,0
1.2010396428280163,0.1804629493979442,-0.4015078449143049,0
-1.3797661711665037,1.4480832306291669,0.0652300146510251,0
1.163815904838812,-0.5951062523175197,1.6627031130847318,0
1.133951021554832,0.3056064119911577,-0.4257484047708462,0
0.9967510352676282,0.2567593161605295,-1.7249310188040603,0
1.008049784136476,-0.5181659690258418,1.6743488920993763,0
0.8245954077744723,-0.7292573360632021,1.722034122433667,0
1.2607146510513547,0.0698073181597831,1.0028184446401824,0
1.296373401230757,-0.2420012453743079,0.8827840519478736,0
1.4205565531560524,-0.3065518157493848,0.987670938758214,0
1.249101286478184,0.0688755953268525,1.0195773762907254,0
-0.8767496406977625,1.851378645337509,-0.6219009410246101,0
1.1741463453502936,0.5818648475839714,0.1967131191591231,0
-0.5534196451197504,1.9532630779374365,0.4132054860301433,0
-1.2735719569242194,1.7814845337708236,-0.0924956961752876,0
-1.9060440872914055,-2.048975668426664,-0.2559906800112517,1
-1.096890250393341,1.56092629832968,-0.6057661307943292,0
1.4587128413183228,-0.5575129918620578,-0.3919303720699496,0
0.7577085512793945,0.4930285609729241,-2.018794337327105,0
-1.0739789835450972,1.750009129758683,0.1997811081628493,0
-1.960045462080998,-1.6904019542449955,0.0859374961564085,1
0.9225133420732148,0.1757577625474137,1.44270320311365,0
0.6976206396131596,-0.2602598540930304,1.8276696145372584,0
-2.0370762823038344,-1.8739049163300503,-0.1846745000628307,1
1.4941030699840931,-0.4587510844131145,-0.5880481415543931,0
-1.922020880313434,-1.8103952261876648,0.395163190196961,1
-1.77128106899693,-2.137037836285141,-0.5953251067263251,1
0.959298043820938,-0.4787431510807141,1.726159567947195,0
-1.1768395033032908,1.900472753810481,0.2228419437209203,0
1.2319066952124924,0.241981111578949,0.3290308553745142,0
-1.9716096851320415,-1.6332123129953384,-0.5166330180971572,1
1.599733656746951,-0.5050541151641297,-0.8675452578984324,0
1.273742717337749,-0.6257743931599317,-0.3399457136611111,0
-0.3767379385888725,1.732704842496293,-0.1000649485888981,0
1.4214902339926887,-0.2146384983884384,-0.8934031026951883,0
-1.9781484050008264,-1.626958562423175,-0.414274071870565,1
-1.338169150883299,1.775900628848247,0.0983485359069322,0
-1.0088387517501012,1.9500178480076265,0.4380905755278496,0
-2.064517247598306,1.3323456633114903,-0.1513670480401636,0
0.945281371631503,-0.5956264376612641,-0.1580274089884594,0
1.002732549228699,-0.5110619306631774,-0.1240224832844604,0
0.9505452147896816,-0.3630729919231732,1.6814161114131103,0
-1.0028107122040055,1.721896754469993,0.262940655569123,0
-2.2605880202283504,1.06769192949733,0.7575843489437892,0
1.055805708164525,-0.0051397263970462,-1.717905858014666,0
1.1097843451316225,0.4074934459147405,-2.020737572292939,0
-1.8612741949254468,-1.9377068536978064,0.22558666938299,1
-1.2706806984571868,1.7060601391333583,0.2041114455421157,0
0.3079555673459511,-0.6368555661496834,-0.7823096180469249,0
0.5332868672435955,-0.0010407877279811,1.825691756674073,0
1.1937182538789617,0.2584624629020013,-1.5363418122534105,0
1.5930279100159122,-0.435902267801831,-0.4879793654138417,0
0.6661652373696297,0.0956731354966793,-1.800117362358588,0
0.8445817140452475,-0.5514549240046108,-0.5985534351008444,0
1.4286110883271714,-0.2119507425432827,-0.8881141749941891,0
0.9899569638334264,-0.8088208838958014,1.6211075111668505,0
1.0961454082254138,-0.7448076375226527,1.6556907501291431,0
1.523992857259203,-0.5922527069750055,-0.8427289243823289,0
1.0319161272819652,-0.1988347648220794,1.4902198339978496,0
0.7301178901254287,-0.0746524349721652,0.338860086043425,0
-1.7683938701648918,1.5611281816179166,0.4626798539370473,0
0.6647535056697745,-0.352898202154034,1.7371816283156356,0
0.2959047762520662,0.2347178550166062,0.2456351011704722,0
-1.333828858871296,1.771574604153044,-0.4658740714786614,0
1.1111224033814917,-0.2947826849131702,-0.8056046250079274,0
0.8434446226823075,0.4196595951699663,-0.1021998659331991,0
-1.0789776475056565,1.7195126444289588,0.2075210667061255,0
