dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,cluster
-0.0047106023816145,0.0012470847888794,0.0137882553219224,-0.000997492248954,-6.131035002346676e-05,7.967555708438477e-08,-1.6687349518151673e-05,0.026178979593676,-0.0626611483789667,1.8747406572835991e-06,6.6252557351981845e-06,1.447994310358581e-06,0
-0.0219413627006307,-0.0326376994460691,-0.0166135765749924,0.0003085699323807,1.5481784877412114e-05,2.955919699343729e-06,1.1803112059585133e-07,-0.0069416839010744,0.0057992261606277,0.0219263206273553,0.0095125775818857,-0.0174600584423516,68
-0.0047227536724795,0.0012516067791444,0.0138396010741169,-0.0009992156105056,-7.181757617588158e-05,3.2964278881978536e-06,-2.3150052960387876e-05,0.026246591315025,-0.0627720405316771,1.8568680636633317e-06,6.616451380120437e-06,1.4412405263203158e-06,15
-0.0035533342684568,0.0008733401208887,0.0078835919086315,-0.000374622987009,-2.8393712568503688e-05,-3.7024965351694375e-06,-2.673005174391248e-05,0.0090059003589272,-0.0110678705416276,-1.48876417139641e-06,-7.361548993893413e-07,-8.672673765495466e-07,38
-0.0219429211689203,-0.0326367389935363,-0.0166126846993114,0.0003065263955097,1.3111608929399829e-05,4.928594157478535e-06,3.839716567335694e-06,-0.006940220830958,0.0057963159190917,-0.0618918233949835,-0.014930161220662,0.036410768333213,80
0.04398839884217,-0.0026835699694141,-0.0087514129405438,-0.0307996128506277,0.0034774110357414,0.0551202115340873,0.0665956994499536,-0.0064211231525175,0.0036067592135835,2.7879571872845935e-05,-6.91038515979969e-06,-1.4181474463028387e-05,216
-0.0028553513442671,0.0006747267003666,0.0055548270769539,-0.0002580131470601,-1.0066548978017355e-05,-3.4563348766729114e-05,1.2482103929598783e-05,0.0054302218391122,-0.0058939373653848,-5.994039599868908e-07,-4.843102208731501e-07,-3.412872062516692e-07,-1
-0.0070030983919909,0.0021977102249512,0.0580171961368313,0.0013046948817736,6.520714723589512e-05,1.0505175706657837e-05,7.520761059104878e-06,-0.0264791866386974,0.0159620413035425,4.791705422073368e-07,9.086682224446834e-07,3.463011058855917e-07,196
0.0439884763599796,-0.0026844523381778,-0.0087578209700979,-0.0224150658296573,-0.0618801056541161,-0.0088904314956341,0.0634505450690621,-0.0062191203528215,0.0036131963400773,6.37939674908963e-06,1.9470722130958537e-05,1.6501648159197843e-05,223
0.0439897601232869,-0.0026864191615165,-0.008809848752463,0.0751228403983196,0.0358949399797384,0.0391506970294265,0.00071778942436,-0.0007179896267987,0.004418492499622,2.8778729167207687e-05,-3.735220638083593e-05,1.545879776557491e-05,245
