0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,cluster
0.1919385172513595,0.4400472873417723,0.2017940392661495,0.8728294136657732,0.3887126184765349,0.3501709937923046,0.1632896602426712,0.2442582923015992,0.9748925911408124,0.1936428087386776,0.6400466555344113,0.8452836407874452,0.5603010385934348,0.8817262585383417,0.8445958557521264,0.4814971288528551,0.6142011227293268,0.4407293382217574,0.889499789519283,0
0.4072126976797297,0.4579161435061875,0.1893201672510325,0.7424252089161301,0.5560111315292214,0.7565650288963434,0.6757950983185608,0.0751689766879498,0.0486598420938352,0.8778746607715793,0.2224632735325183,0.8545359306008763,0.4522647553661012,0.5879239984672983,0.3604774049670564,0.0635846623742163,0.8311379197551138,0.9189038737476006,0.5380666929348396,0
0.6883847078124635,0.0167019171859313,0.0952654291596442,0.9985328329418084,0.6800197508256017,0.8801296386090551,0.934578301774036,0.1737837592166486,0.3449256709086686,0.6876252454731729,0.4019701739268353,0.7950537264617686,0.7550583201986861,0.4171517176668873,0.6882248480035729,0.5950318437579514,0.8096702532475322,0.2585022139603498,0.7568534821122315,0
0.7304537244205012,0.6766839331045567,0.7774575162781946,0.9257196503994338,0.1263076798715605,0.584131777581328,0.6295022685634926,0.6086544177863097,0.2338754085539982,0.82080139182733,0.6128150506741202,0.2401706263988092,0.3904525963654135,0.2580695486351598,0.7476393697512578,0.937462250316496,0.5823657854034378,0.9802632982371104,0.2990167556509343,3
0.7719550505115356,0.8319516056701166,0.7447424630251253,0.2447089229063853,0.0105700433588682,0.5087985773008148,0.0795480607561741,0.8093302102172839,0.7223141225810454,0.8049990894145455,0.0983960868764224,0.9567342083437896,0.6549716233228301,0.6138234250984276,0.7196850025328261,0.6248861523366394,0.449379614190839,0.9031766490561172,0.5265332714394964,3
0.2589112285607735,0.9610809760268956,0.7595384640276368,0.5177028712859897,0.9280929274904384,0.8300934784957176,0.7917271941677626,0.8670747799248844,0.0521145163885039,0.0435042044401449,0.1670204618000194,0.910967032967574,0.781339896520792,0.7219419259331792,0.8185989340076717,0.8062231575684052,0.5137032027952312,0.4998450286305349,0.0970457447164273,3
0.018992769946295,0.714528763114961,0.2800847401155487,0.574060785143996,0.8094804600532011,0.1136126542038979,0.1459128705869815,0.367924813699087,0.5466273717661125,0.4413338786137741,0.0841948954168992,0.2631768882269376,0.82611283962906,0.7902184571578252,0.7151905469026772,0.5613016822889281,0.2189426253097748,0.4058046473048964,0.742995578304879,2
0.6265709629939343,0.5426974173794729,0.3066042262534705,0.9187054922524188,0.8258037925442427,0.6515373274313393,0.9495625275916284,0.7167272285166302,0.0872412226081928,0.5167705119716189,0.1179192102918476,0.2970505260609968,0.86720638235705,0.5700584031010295,0.6248218004927572,0.913002556115751,0.2995364985841862,0.4753859522356661,0.5801316300788457,1
0.6755995442421174,0.3080343114281718,0.9963201211100612,0.4145280758941676,0.2226996185484513,0.7260436812255623,0.7132175275446773,0.8871682605075937,0.7837881010815807,0.8751708133655459,0.6951301681266933,0.4925568676894435,0.8247631453452183,0.93492660867002,0.4870071847586418,0.24265107076723,0.4069751170093216,0.1123998233270284,0.967885104247659,2
0.9299086056229628,0.3401332742236609,0.7145374265941978,0.2395331677272324,0.8080409064688042,0.8824067188541173,0.5024013309822398,0.0607117467087945,0.5619333200563756,0.0404773802720216,0.7936566574738484,0.7989902742455738,0.0920653989510837,0.3489521996583895,0.8010173816802326,0.2161031286398121,0.2641596120477543,0.9717719741057592,0.653442868921746,2
0.5052132360545654,0.2534067849319212,0.1194590411176887,0.2475672350217688,0.1779223166614773,0.9190259263188147,0.4404519982155479,0.751527273130083,0.0533182003500449,0.7039198493348483,0.2181406272105036,0.5770683736236834,0.7692993915469566,0.9738792886014976,0.7316000294759171,0.2794913884799895,0.4131545720835008,0.2540536491322873,0.155665269509178,0
0.1970300803153685,0.4393664442067624,0.2634969226894621,0.8819120341056927,0.5185242960285614,0.8303178492676897,0.8391773763715596,0.561672253494853,0.0282132194143002,0.9917162627945568,0.3978319917904536,0.2975925534395088,0.3628852549576836,0.4538468363333274,0.1986314773715632,0.8273678444189507,0.0954531900101044,0.7915094720866175,0.6298758171528501,1
0.1018818592720863,0.7202286728384705,0.899608844256524,0.2339644678224941,0.5658972518470197,0.5050945610563184,0.068592716334713,0.1129627232497899,0.1628155722026835,0.3481098251533656,0.5594450482007036,0.5268390549091362,0.1678146268077425,0.9285341579387074,0.9822415867156856,0.6676848631940109,0.595579284097238,0.3358447650057049,0.2293818456984716,2
0.0932507769496527,0.7393913967553496,0.9813623029185884,0.3298432690941113,0.4686888526584889,0.8408323466777123,0.3103837922299168,0.4971271375882289,0.8016082484724709,0.1304067998373839,0.6575085767548968,0.2286205135454103,0.7851092201424351,0.4697265973778837,0.9435976476180726,0.4940142284982635,0.9274854580560457,0.5653768625838973,0.2530459451185594,3
0.524879848402271,0.3523339261614687,0.6010588293602376,0.55121289160809,0.9549713441568234,0.1610077018644437,0.8419219926964039,0.7199560701231139,0.1817639863439277,0.306761077414966,0.93959370794602,0.0938079189696707,0.5420779559325201,0.1171515336431455,0.3067492399019353,0.1278120566941247,0.0407939387278054,0.1425944471259419,0.313334215356354,1
0.6870735744590113,0.2820583428122634,0.6239867798537441,0.93243739195805,0.2467405369137597,0.4584805705718611,0.0510077637964453,0.4452061014908647,0.9657844913859466,0.6073853785209407,0.5698771864287125,0.7435431797811949,0.5216773627715606,0.962143855530406,0.9791851049524934,0.6404533613518384,0.4970115951868645,0.1121855981111482,0.797950710458191,0
0.713302898488601,0.3120688762930736,0.7638378965060815,0.0996410464554784,0.5017579983344745,0.8516313810564662,0.9022116231509528,0.7103890495192599,0.0692237794576798,0.6095687886264095,0.3920099986110975,0.7941724168811178,0.4909778868431822,0.4060397304640194,0.7653270110562009,0.3628632493720655,0.5830254700108217,0.7126452974022994,0.0968091914746981,3
0.4809250349319752,0.1210133108968981,0.6593871527473821,0.1192870831197074,0.042864906105164,0.9761894780990392,0.369050025880468,0.3224241706619595,0.9386680501850668,0.9260630526587552,0.0916449991702269,0.9518462393069936,0.7042781040152519,0.3209381897734666,0.4996445416302988,0.7153748917133406,0.0794628874241943,0.3754534420079387,0.6305951650665356,2
0.6536753076465295,0.595733636141035,0.8278584404043687,0.2781117746943348,0.7845808100368167,0.4000177422280048,0.5207161534714166,0.092604965122208,0.8012346893268527,0.3774541070275392,0.641186756794927,0.5822753956657236,0.2271352921529696,0.829799988673934,0.2307216841799317,0.2754916953593116,0.0920734303552618,0.0033428847746447,0.6682161787132347,2
0.6146950509569231,0.0946714459973324,0.7361999109338686,0.1952913265679934,0.909306533729932,0.8797677074625937,0.8930547873232103,0.7793309808771578,0.3355088639323628,0.2587397510872588,0.1752527560861759,0.427221854028017,0.6125656982322899,0.114531772901665,0.2375477630466911,0.7906205872853999,0.8973104572972543,0.6693980887995991,0.4905184505943508,3
0.2595469608615404,0.0052665076211373,0.8176227751838613,0.4053889964177706,0.2583500570745566,0.2345731350337468,0.2871240751962418,0.2378651716441205,0.5925072062447351,0.2798977880002617,0.1574985305834644,0.3546910411309448,0.010498485585066,0.1106681695180435,0.7911610741707911,0.5941092842008086,0.4492745430405855,0.3379705326779783,0.2102003797383628,0
0.6881669345252391,0.3048136472824709,0.0132675038709757,0.4105357533033851,0.1603448630762991,0.9723092783429284,0.3602935003687023,0.2893611333275653,0.7162495397017212,0.9664735019358698,0.1852385381036302,0.6145018821332688,0.2933350782958049,0.1374254652167009,0.9142739334716938,0.5631287278042744,0.0641863537106401,0.4509191531010842,0.145538260205709,0
0.788660537607894,0.5634577608679102,0.7483670421026453,0.5891390835477269,0.4111410713034905,0.3473839285145287,0.0134396917649451,0.0235416863884101,0.6197010739447126,0.7494199353324857,0.5340820196507123,0.4466162080861895,0.8033226825154537,0.375220420977696,0.2959450179195241,0.5506886398935005,0.4579554234784591,0.6738590815660301,0.3497460000783896,2
0.3087041487413179,0.9754238099425216,0.0201151317457339,0.6066651647913097,0.5338765071034587,0.1062525330735333,0.5728733650787226,0.004039604836075,0.0206426525322672,0.9938394055284536,0.2105857082138054,0.636010382917138,0.3632081882719858,0.7320841022247706,0.0630212509664172,0.5805674417775178,0.9951890952581008,0.0394651184289071,0.0262545438844168,0
